Number,Theme,Subtheme,Year,RRP (USD),Value new (USD)
10282-1,Creator Expert,Adidas,2021,79.99,88.15
10283-1,Creator Expert,Space,2021,199.99,197.6
10284-1,Creator Expert,Buildings,2021,349.99,352.27
10289-1,Creator Expert,Botanical Collection,2021,99.99,101.05
10290-1,Creator Expert,Vehicles,2021,129.99,129.89
10291-1,Creator Expert,Miscellaneous,2021,99.99,102.8
10292-1,Creator Expert,Miscellaneous,2021,149.99,172.98
10293-1,Creator Expert,Winter Village,2021,99.99,121.07
10294-1,Creator Expert,Miscellaneous,2021,629.99,753.06
10295-1,Creator Expert,Vehicles,2021,149.99,124.13
10772-1,Disney,Mickey and Friends,2021,9.99,9.1
10773-1,Disney,Mickey and Friends,2021,19.99,15.91
10774-1,Disney,Mickey and Friends,2021,19.99,19.18
10775-1,Disney,Mickey and Friends,2021,29.99,28.59
10776-1,Disney,Mickey and Friends,2021,39.99,43.13
10939-1,Duplo,Jurassic World,2021,29.99,28.96
10940-1,Duplo,Spidey and His Amazing Friends,2021,29.99,28.96
10941-1,Duplo,Mickey,2021,29.99,22.27
10943-1,Duplo,,2021,99.99,57.5
10944-1,Duplo,,2021,19.99,17.15
10945-1,Duplo,,2021,19.99,15.11
10946-1,Duplo,,2021,29.99,24.81
10948-1,Duplo,,2021,99.99,91.0
10949-1,Duplo,,2021,9.99,7.74
10950-1,Duplo,,2021,19.99,17.98
10951-1,Duplo,,2021,29.99,29.6
10952-1,Duplo,,2021,59.99,55.59
10953-1,Duplo,,2021,9.99,8.97
10954-1,Duplo,,2021,19.99,17.94
10955-1,Duplo,,2021,19.99,19.36
10957-1,Duplo,,2021,9.99,8.39
10958-1,Duplo,,2021,59.99,49.92
11012-1,Classic,,2021,4.99,4.61
11013-1,Classic,,2021,29.99,24.88
11014-1,Classic,,2021,39.99,35.94
11015-1,Classic,,2021,49.99,69.72
11016-1,Classic,,2021,49.99,56.35
21056-1,Architecture,Landmark Series,2021,119.99,101.57
21164-1,Minecraft,Minifig-scale,2021,9.99,9.48
21168-1,Minecraft,Minifig-scale,2021,29.99,26.89
21169-1,Minecraft,Minifig-scale,2021,69.99,52.39
21170-1,Minecraft,Minifig-scale,2021,49.99,44.2
21171-1,Minecraft,Minifig-scale,2021,19.99,18.86
21172-1,Minecraft,Minifig-scale,2021,29.99,24.8
21173-1,Minecraft,Minifig-scale,2021,59.99,53.15
21174-1,Minecraft,Minifig-scale,2021,119.99,108.77
21176-1,Minecraft,Minifig-scale,2021,39.99,50.39
21226-1,Art,Miscellaneous,2021,119.99,93.07
21325-1,Ideas,,2021,149.99,152.09
21326-1,Ideas,Licensed,2021,99.99,102.39
21327-1,Ideas,,2021,199.99,228.65
21328-1,Ideas,Licensed,2021,79.99,87.78
21329-1,Ideas,Licensed,2021,99.99,115.52
21330-1,Ideas,Licensed,2021,249.99,319.0
30387-1,Minions: The Rise of Gru,,2021,4.99,5.51
30565-1,Creator,Seasonal,2021,4.99,5.55
30577-1,Creator,Miscellaneous,2021,4.99,3.97
30579-1,Creator,Seasonal,2021,4.99,4.42
31111-1,Creator,3 in 1,2021,9.99,8.96
31112-1,Creator,3 in 1,2021,14.99,14.94
31113-1,Creator,3 in 1,2021,19.99,24.94
31114-1,Creator,3 in 1,2021,19.99,16.63
31115-1,Creator,3 in 1,2021,24.99,21.52
31116-1,Creator,3 in 1,2021,29.99,23.18
31117-1,Creator,3 in 1,2021,39.99,48.36
31118-1,Creator,3 in 1,2021,49.99,47.95
31119-1,Creator,3 in 1,2021,79.99,76.65
31120-1,Creator,3 in 1,2021,99.99,96.05
31121-1,Creator,3 in 1,2021,29.99,29.97
31122-1,Creator,3 in 1,2021,29.99,40.49
31201-1,Art,Licensed,2021,119.99,101.56
31202-1,Art,Licensed,2021,119.99,105.51
31203-1,Art,Miscellaneous,2021,249.99,253.6
40420-1,BrickHeadz,Minions: The Rise of Gru,2021,19.99,28.81
40421-1,BrickHeadz,Minions: The Rise of Gru,2021,19.99,29.43
40440-1,BrickHeadz,Pets,2021,14.99,19.51
40441-1,BrickHeadz,Pets,2021,14.99,22.37
40442-1,BrickHeadz,Pets,2021,14.99,19.31
40443-1,BrickHeadz,Pets,2021,14.99,18.82
40451-1,Star Wars,Promotional,2021,16.99,26.07
40453-1,DC Comics Super Heroes,Batman,2021,14.99,19.82
40454-1,Marvel Super Heroes,Spider-Man,2021,14.99,24.2
40456-1,Brick Sketches,Disney,2021,16.99,9.24
40457-1,Brick Sketches,Disney,2021,16.99,17.55
40460-1,Creator,Botanical,2021,12.99,20.36
40461-1,Creator,Botanical,2021,9.99,15.93
40462-1,Seasonal,Valentine's Day,2021,14.99,19.17
40463-1,Seasonal,Easter,2021,14.99,21.96
40464-1,Xtra,,2021,3.99,6.17
40465-1,Xtra,,2021,3.99,6.34
40466-1,BrickHeadz,Seasonal,2021,19.99,22.45
40468-1,Creator,Miscellaneous,2021,9.99,14.24
40469-1,Creator,Miscellaneous,2021,9.99,14.27
40472-1,Monkie Kid,Miscellaneous,2021,12.99,16.03
40476-1,BrickHeadz,Disney,2021,9.99,12.78
40477-1,BrickHeadz,Disney,2021,24.99,30.72
40478-1,Disney,Disney Parks,2021,34.99,50.18
40479-1,BrickHeadz,Pets,2021,14.99,18.81
40480-1,BrickHeadz,Pets,2021,14.99,19.92
40481-1,BrickHeadz,Pets,2021,14.99,18.35
40482-1,BrickHeadz,Pets,2021,14.99,18.74
40490-1,BrickHeadz,Ninjago,2021,29.99,39.36
40492-1,BrickHeadz,Seasonal,2021,9.99,14.24
40494-1,Seasonal,Christmas,2021,9.99,15.05
40495-1,BrickHeadz,Wizarding World,2021,24.99,28.54
40496-1,BrickHeadz,Wizarding World,2021,24.99,31.43
40498-1,Seasonal,Christmas,2021,14.99,18.66
40499-1,Seasonal,Christmas,2021,36.99,54.61
40500-1,Harry Potter,General,2021,14.99,21.7
40511-1,Minions: The Rise of Gru,,2021,14.99,21.24
40516-1,Miscellaneous,,2021,34.99,51.56
41439-1,Friends,,2021,9.99,8.5
41440-1,Friends,,2021,19.99,13.99
41441-1,Friends,,2021,29.99,28.08
41442-1,Friends,Vet,2021,9.99,9.57
41443-1,Friends,,2021,14.99,15.86
41444-1,Friends,,2021,29.99,24.17
41445-1,Friends,Vet,2021,29.99,24.02
41446-1,Friends,Vet,2021,39.99,29.72
41448-1,Friends,,2021,49.99,31.65
41449-1,Friends,,2021,69.99,68.39
41450-1,Friends,,2021,99.99,100.43
41662-1,Friends,Play Cube,2021,9.99,6.6
41663-1,Friends,Play Cube,2021,9.99,7.83
41664-1,Friends,Play Cube,2021,9.99,6.37
41665-1,Friends,Play Cube,2021,9.99,6.83
41666-1,Friends,Play Cube,2021,9.99,5.18
41667-1,Friends,Play Cube,2021,9.99,5.77
41668-1,Friends,Play Cube,2021,9.99,5.77
41669-1,Friends,play Cube,2021,9.99,5.68
41670-1,Friends,Play Cube,2021,9.99,5.77
41671-1,Friends,Play Cube,2021,9.99,5.77
41677-1,Friends,Forest,2021,9.99,10.28
41679-1,Friends,Forest,2021,29.99,28.21
41681-1,Friends,Forest,2021,49.99,44.7
41682-1,Friends,,2021,59.99,60.0
41683-1,Friends,Forest,2021,69.99,52.42
41684-1,Friends,,2021,99.99,83.56
41685-1,Friends,Amusement Park,2021,99.99,82.77
41686-1,Friends,Amusement Park,2021,19.99,15.43
41687-1,Friends,Amusement Park,2021,29.99,22.52
41688-1,Friends,Amusement Park,2021,39.99,45.48
41689-1,Friends,Amusement Park,2021,59.99,47.0
41690-1,Friends,Seasonal,2021,29.99,27.24
41691-1,Friends,,2021,19.99,19.13
41692-1,Friends,Vet,2021,19.99,23.0
41909-1,Dots,Bracelets,2021,5.99,3.75
41910-1,Dots,Bracelets,2021,5.99,4.65
41918-1,Dots,Bracelets,2021,5.99,6.19
41921-1,Dots,Extra Dots,2021,3.99,2.24
41922-1,Dots,Bracelets,2021,4.99,4.01
41923-1,Dots,Bracelets,2021,5.99,4.81
41924-1,Dots,Accessories,2021,19.99,16.6
41925-1,Dots,Accessories,2021,14.99,12.34
41926-1,Dots,Accessories,2021,24.99,17.78
41927-1,Dots,Bag Tag,2021,6.99,6.05
41928-1,Dots,Bag Tag,2021,6.99,6.04
41929-1,Dots,Bag Tag,2021,6.99,6.15
41930-1,Dots,Bag Tag,2021,6.99,6.27
41931-1,Dots,Extra Dots,2021,3.99,2.52
41932-1,Dots,Extra Dots,2021,3.99,3.36
41933-1,Dots,Bracelets,2021,4.99,4.16
41934-1,Dots,Bracelets,2021,5.99,3.31
41935-1,Dots,Miscellaneous,2021,19.99,18.21
41936-1,Dots,Accessories,2021,19.99,14.22
41938-1,Dots,Miscellaneous,2021,39.99,33.31
41939-1,Dots,Bag Tag,2021,6.99,5.7
41940-1,Dots,Bag Tag,2021,6.99,5.82
42116-1,Technic,,2021,9.99,11.84
42117-1,Technic,,2021,9.99,13.48
42118-1,Technic,,2021,19.99,19.17
42119-1,Technic,,2021,19.99,19.75
42120-1,Technic,,2021,29.99,26.99
42121-1,Technic,,2021,39.99,41.64
42122-1,Technic,,2021,49.99,46.92
42123-1,Technic,,2021,49.99,45.42
42124-1,Technic,,2021,129.99,110.67
42125-1,Technic,,2021,169.99,146.89
42126-1,Technic,,2021,99.99,109.38
42128-1,Technic,,2021,149.99,142.88
42129-1,Technic,,2021,299.99,256.44
42131-1,Technic,,2021,449.99,408.93
43101-1,Vidiyo,Bandmates Series 1,2021,4.99,5.81
43101-2,Vidiyo,Bandmates Series 1,2021,4.99,4.26
43101-3,Vidiyo,Bandmates Series 1,2021,4.99,4.68
43101-4,Vidiyo,Bandmates Series 1,2021,4.99,4.02
43101-5,Vidiyo,Bandmates Series 1,2021,4.99,4.74
43101-6,Vidiyo,Bandmates Series 1,2021,4.99,4.08
43101-7,Vidiyo,Bandmates Series 1,2021,4.99,4.47
43101-8,Vidiyo,Bandmates Series 1,2021,4.99,4.54
43101-9,Vidiyo,Bandmates Series 1,2021,4.99,4.42
43101-10,Vidiyo,Bandmates Series 1,2021,4.99,5.41
43101-11,Vidiyo,Bandmates Series 1,2021,4.99,4.59
43101-12,Vidiyo,Bandmates Series 1,2021,4.99,4.83
43102-1,Vidiyo,BeatBox,2021,19.99,12.21
43103-1,Vidiyo,BeatBox,2021,19.99,13.13
43104-1,Vidiyo,BeatBox,2021,19.99,12.25
43105-1,Vidiyo,BeatBox,2021,19.99,12.97
43106-1,Vidiyo,BeatBox,2021,19.99,11.33
43107-1,Vidiyo,BeatBox,2021,19.99,11.97
43109-1,Vidiyo,BeatBox,2021,19.99,13.19
43110-1,Vidiyo,BeatBox,2021,19.99,12.99
43111-1,Vidiyo,Stages,2021,29.99,27.59
43112-1,Vidiyo,Stages,2021,29.99,23.56
43113-1,Vidiyo,Stages,2021,49.99,44.27
43114-1,Vidiyo,Stages,2021,59.99,57.51
43115-1,Vidiyo,Stages,2021,99.99,68.04
43181-1,Disney,Raya and the Last Dragon,2021,79.99,73.03
43184-1,Disney,Raya and the Last Dragon,2021,29.99,26.63
43185-1,Disney,Raya and the Last Dragon,2021,49.99,39.99
43186-1,Disney,Frozen II,2021,12.99,12.42
43189-1,Disney,Storybook Adventures,2021,19.99,16.48
43191-1,Disney,The Little Mermaid,2021,29.99,26.52
43192-1,Disney,Cinderella,2021,39.99,33.49
43193-1,Disney,Storybook Adventures,2021,24.99,30.91
43194-1,Disney,Frozen,2021,39.99,30.1
43196-1,Disney,Beauty and the Beast,2021,79.99,43.89
43197-1,Disney,Frozen,2021,199.99,210.3
43200-1,Disney,Encanto,2021,19.99,14.4
43201-1,Disney,Encanto,2021,19.99,14.4
43202-1,Disney,Encanto,2021,49.99,43.16
45345-1,Education,SPIKE Essential,2021,274.95,380.61
45400-1,Education,BricQ,2021,109.95,147.61
60275-1,City,Police,2021,9.99,7.16
60276-1,City,Police,2021,29.99,16.63
60277-1,City,Police,2021,59.99,41.65
60279-1,City,Fire,2021,9.99,8.33
60280-1,City,Fire,2021,29.99,14.69
60281-1,City,Fire,2021,39.99,37.65
60282-1,City,Fire,2021,59.99,43.81
60283-1,City,Traffic,2021,19.99,20.04
60284-1,City,Construction,2021,9.99,9.66
60285-1,City,Traffic,2021,9.99,9.74
60286-1,City,Traffic,2021,9.99,9.23
60287-1,City,Farm,2021,19.99,17.32
60288-1,City,Traffic,2021,19.99,17.53
60289-1,City,Traffic,2021,29.99,24.81
60290-1,City,General,2021,39.99,29.11
60291-1,City,General,2021,59.99,40.29
60292-1,City,General,2021,99.99,83.37
60293-1,City,Stuntz,2021,39.99,21.66
60294-1,City,Stuntz,2021,69.99,47.23
60295-1,City,Stuntz,2021,99.99,71.87
60296-1,City,Stuntz,2021,7.99,8.71
60297-1,City,Stuntz,2021,7.99,7.72
60298-1,City,Stuntz,2021,7.99,7.41
60299-1,City,Stuntz,2021,29.99,16.82
60300-1,City,Wildlife Rescue,2021,9.99,8.92
60301-1,City,Wildlife Rescue,2021,49.99,32.44
60302-1,City,Wildlife Rescue,2021,89.99,62.23
60303-1,City,Seasonal,2021,29.99,19.16
60304-1,City,Traffic,2021,19.99,16.96
60305-1,City,Traffic,2021,29.99,30.64
60306-1,City,General,2021,79.99,55.85
60307-1,City,Wildlife Rescue,2021,99.99,94.13
60308-1,City,Police,2021,49.99,31.81
60309-1,City,Stuntz,2021,7.99,10.1
60310-1,City,Stuntz,2021,7.99,9.93
60311-1,City,Stuntz,2021,7.99,8.78
66678-1,Collectable Minifigures,Marvel Studios,2021,29.94,42.0
71029-1,Collectable Minifigures,Series 21,2021,4.99,3.67
71029-2,Collectable Minifigures,Series 21,2021,4.99,45.1
71029-3,Collectable Minifigures,Series 21,2021,4.99,4.45
71029-4,Collectable Minifigures,Series 21,2021,4.99,4.32
71029-5,Collectable Minifigures,Series 21,2021,4.99,4.43
71029-6,Collectable Minifigures,Series 21,2021,4.99,5.76
71029-7,Collectable Minifigures,Series 21,2021,4.99,5.31
71029-8,Collectable Minifigures,Series 21,2021,4.99,6.35
71029-9,Collectable Minifigures,Series 21,2021,4.99,4.19
71029-10,Collectable Minifigures,Series 21,2021,4.99,4.9
71029-11,Collectable Minifigures,Series 21,2021,4.99,3.8
71029-12,Collectable Minifigures,Series 21,2021,4.99,3.95
71030-1,Collectable Minifigures,Looney Tunes,2021,4.99,4.65
71030-2,Collectable Minifigures,Looney Tunes,2021,4.99,5.81
71030-3,Collectable Minifigures,Looney Tunes,2021,4.99,5.29
71030-4,Collectable Minifigures,Looney Tunes,2021,4.99,5.1
71030-5,Collectable Minifigures,Looney Tunes,2021,4.99,4.59
71030-6,Collectable Minifigures,Looney Tunes,2021,4.99,4.7
71030-7,Collectable Minifigures,Looney Tunes,2021,4.99,5.25
71030-8,Collectable Minifigures,Looney Tunes,2021,4.99,5.11
71030-9,Collectable Minifigures,Looney Tunes,2021,4.99,4.9
71030-10,Collectable Minifigures,Looney Tunes,2021,4.99,4.95
71030-11,Collectable Minifigures,Looney Tunes,2021,4.99,4.32
71030-12,Collectable Minifigures,Looney Tunes,2021,4.99,4.54
71031-1,Collectable Minifigures,Marvel Studios,2021,4.99,4.51
71031-2,Collectable Minifigures,Marvel Studios,2021,4.99,55.98
71031-3,Collectable Minifigures,Marvel Studios,2021,4.99,135.83
71380-1,Super Mario,Maker Set,2021,59.99,55.03
71381-1,Super Mario,Expansion Set,2021,19.99,20.4
71382-1,Super Mario,Expansion Set,2021,29.99,22.64
71383-1,Super Mario,Expansion Set,2021,39.99,34.13
71384-1,Super Mario,Power-Up Pack,2021,9.99,8.62
71385-1,Super Mario,Power-Up Pack,2021,9.99,8.48
71386-1,Super Mario,Character Pack - Series 2,2021,4.99,6.57
71386-2,Super Mario,Character Pack - Series 2,2021,4.99,6.46
71386-3,Super Mario,Character Pack - Series 2,2021,4.99,7.43
71386-4,Super Mario,Character Pack - Series 2,2021,4.99,6.84
71386-5,Super Mario,Character Pack - Series 2,2021,4.99,6.6
71386-6,Super Mario,Character Pack - Series 2,2021,4.99,5.91
71386-7,Super Mario,Character Pack - Series 2,2021,4.99,6.3
71386-8,Super Mario,Character Pack - Series 2,2021,4.99,7.1
71386-9,Super Mario,Character Pack - Series 2,2021,4.99,6.35
71386-10,Super Mario,Character Pack - Series 2,2021,4.99,5.7
71387-1,Super Mario,Starter Course,2021,59.99,59.06
71388-1,Super Mario,Expansion Set,2021,29.99,34.56
71389-1,Super Mario,Expansion Set,2021,39.99,42.8
71390-1,Super Mario,Expansion Set,2021,69.99,74.92
71391-1,Super Mario,Expansion Set,2021,99.99,114.14
71392-1,Super Mario,Power-Up Pack,2021,9.99,10.17
71393-1,Super Mario,Power-Up Pack,2021,9.99,8.12
71394-1,Super Mario,Character Pack - Series 3,2021,4.99,5.47
71394-2,Super Mario,Character Pack - Series 3,2021,4.99,4.91
71394-3,Super Mario,Character Pack - Series 3,2021,4.99,5.59
71394-4,Super Mario,Character Pack - Series 3,2021,4.99,5.99
71394-5,Super Mario,Character Pack - Series 3,2021,4.99,3.53
71394-6,Super Mario,Character Pack - Series 3,2021,4.99,4.75
71394-7,Super Mario,Character Pack - Series 3,2021,4.99,9.83
71394-8,Super Mario,Character Pack - Series 3,2021,4.99,5.21
71394-9,Super Mario,Character Pack - Series 3,2021,4.99,10.34
71394-10,Super Mario,Character Pack - Series 3,2021,4.99,4.81
71395-1,Super Mario,Miscellaneous,2021,169.99,193.39
71730-1,Ninjago,Legacy,2021,9.99,8.03
71731-1,Ninjago,Legacy,2021,9.99,8.35
71732-1,Ninjago,Legacy,2021,9.99,8.49
71733-1,Ninjago,Legacy,2021,9.99,7.94
71734-1,Ninjago,Legacy,2021,9.99,8.44
71735-1,Ninjago,Legacy,2021,29.99,24.97
71736-1,Ninjago,Legacy,2021,39.99,38.62
71737-1,Ninjago,Legacy,2021,49.99,44.44
71738-1,Ninjago,Legacy,2021,59.99,53.31
71739-1,Ninjago,Legacy,2021,79.99,80.55
71740-1,Ninjago,Legacy,2021,19.99,15.74
71741-1,Ninjago,Legacy,2021,299.99,265.82
71742-1,Ninjago,Legacy,2021,29.99,28.13
71745-1,Ninjago,The Island,2021,19.99,17.69
71746-1,Ninjago,The Island,2021,39.99,40.32
71747-1,Ninjago,The Island,2021,49.99,38.54
71748-1,Ninjago,The Island,2021,69.99,62.9
71749-1,Ninjago,Legacy,2021,39.99,35.87
71750-1,Ninjago,Seabound,2021,19.99,18.36
71752-1,Ninjago,Seabound,2021,39.99,33.79
71753-1,Ninjago,Legacy,2021,49.99,44.5
71754-1,Ninjago,Seabound,2021,69.99,70.31
71755-1,Ninjago,Seabound,2021,99.99,98.25
71756-1,Ninjago,Seabound,2021,129.99,137.7
75295-1,Star Wars,MicroFighters,2021,9.99,9.49
75296-1,Star Wars,Episode V,2021,69.99,72.38
75297-1,Star Wars,The Force Awakens,2021,19.99,14.09
75298-1,Star Wars,MicroFighters,2021,19.99,17.91
75299-1,Star Wars,The Mandalorian,2021,29.99,24.82
75300-1,Star Wars,Episode IV,2021,39.99,37.3
75301-1,Star Wars,Episode IV,2021,49.99,43.74
75302-1,Star Wars,Episode VI,2021,69.99,77.51
75304-1,Star Wars,Helmet Collection,2021,69.99,60.43
75305-1,Star Wars,Helmet Collection,2021,49.99,47.88
75306-1,Star Wars,Episode V,2021,59.99,55.63
75307-1,Star Wars,Seasonal,2021,39.99,35.43
75308-1,Star Wars,Miscellaneous,2021,199.99,199.87
75309-1,Star Wars,Ultimate Collector Series,2021,349.99,380.32
75310-1,Star Wars,The Clone Wars,2021,19.99,18.92
75311-1,Star Wars,The Mandalorian,2021,39.99,37.07
75312-1,Star Wars,The Mandalorian,2021,49.99,49.57
75313-1,Star Wars,Ultimate Collector Series,2021,799.99,814.43
75314-1,Star Wars,The Bad Batch,2021,99.99,97.51
75315-1,Star Wars,The Mandalorian,2021,159.99,149.17
75316-1,Star Wars,The Clone Wars,2021,59.99,64.99
75319-1,Star Wars,The Mandalorian,2021,29.99,35.78
75546-1,Minions: The Rise of Gru,,2021,19.99,16.75
75547-1,Minions: The Rise of Gru,,2021,29.99,27.4
75550-1,Minions: The Rise of Gru,,2021,39.99,30.34
76145-1,Marvel Super Heroes,Eternals,2021,9.99,9.0
76154-1,Marvel Super Heroes,Eternals,2021,24.99,18.66
76155-1,Marvel Super Heroes,Eternals,2021,59.99,57.62
76156-1,Marvel Super Heroes,Eternals,2021,89.99,87.51
76168-1,Marvel Super Heroes,Avengers,2021,9.99,10.98
76169-1,Marvel Super Heroes,Avengers,2021,9.99,9.2
76170-1,Marvel Super Heroes,Avengers,2021,19.99,20.32
76171-1,Marvel Super Heroes,Spider-Man,2021,9.99,10.43
76172-1,Marvel Super Heroes,Spider-Man,2021,9.99,9.43
76173-1,Marvel Super Heroes,Spider-Man,2021,19.99,18.73
76174-1,Marvel Super Heroes,Spider-Man,2021,39.99,42.14
76175-1,Marvel Super Heroes,Spider-Man,2021,69.99,68.29
76176-1,Marvel Super Heroes,Shang-Chi and the Legend of the Ten Rings,2021,29.99,19.88
76177-1,Marvel Super Heroes,Shang-Chi and the Legend of the Ten Rings,2021,39.99,32.48
76178-1,Marvel Super Heroes,Spider-Man,2021,299.99,345.73
76180-1,DC Comics Super Heroes,Batman,2021,29.99,28.65
76182-1,DC Comics Super Heroes,Batman,2021,59.99,50.54
76184-1,Marvel Super Heroes,Spider-Man: Far From Home,2021,19.99,19.6
76185-1,Marvel Super Heroes,Spider-Man: No Way Home,2021,39.99,43.11
76186-1,Marvel Super Heroes,Avengers: Endgame,2021,19.99,16.13
76187-1,Marvel Super Heroes,Spider-Man,2021,59.99,54.94
76188-1,DC Comics Super Heroes,Batman Classic TV Series,2021,29.99,40.13
76189-1,Marvel Super Heroes,Avengers: Age of Ultron,2021,9.99,9.76
76190-1,Marvel Super Heroes,Iron Man,2021,39.99,37.26
76191-1,Marvel Super Heroes,Avengers: Infinity War,2021,69.99,63.72
76192-1,Marvel Super Heroes,Avengers: Endgame,2021,69.99,70.84
76193-1,Marvel Super Heroes,Avengers: Endgame,2021,149.99,146.46
76194-1,Marvel Super Heroes,What If...?,2021,34.99,31.85
76195-1,Marvel Super Heroes,Spider-Man: Homecoming,2021,19.99,19.53
76196-1,Marvel Super Heroes,Seasonal,2021,39.99,32.19
76198-1,Marvel Super Heroes,Spider-Man,2021,19.99,19.29
76199-1,Marvel Super Heroes,Spider-Man,2021,59.99,63.92
76200-1,Marvel Super Heroes,Avengers: Endgame,2021,29.99,28.6
76201-1,Marvel Super Heroes,What If...?,2021,29.99,36.38
76237-1,Marvel Super Heroes,Avengers: Endgame,2021,39.99,39.59
76238-1,DC Comics Super Heroes,Batman Classic TV Series,2021,59.99,60.56
76239-1,DC Comics Super Heroes,The Dark Knight Trilogy,2021,39.99,44.18
76240-1,DC Comics Super Heroes,The Dark Knight Trilogy,2021,229.99,197.06
76382-1,Harry Potter,Hogwarts Moments,2021,29.99,25.45
76383-1,Harry Potter,Hogwarts Moments,2021,29.99,27.49
76384-1,Harry Potter,Hogwarts Moments,2021,29.99,28.54
76385-1,Harry Potter,Hogwarts Moments,2021,29.99,30.49
76386-1,Harry Potter,Chamber of Secrets,2021,19.99,19.61
76387-1,Harry Potter,Philosopher's Stone,2021,39.99,36.89
76388-1,Harry Potter,Prisoner of Azkaban,2021,79.99,73.95
76389-1,Harry Potter,Chamber of Secrets,2021,129.99,130.5
76390-1,Harry Potter,Seasonal,2021,39.99,30.97
76391-1,Harry Potter,General,2021,249.99,268.43
76392-1,Harry Potter,Philosopher's Stone,2021,59.99,83.3
76393-1,Harry Potter,General,2021,119.99,86.23
76394-1,Harry Potter,General,2021,39.99,46.28
76395-1,Harry Potter,Philosopher's Stone,2021,29.99,33.09
76900-1,Speed Champions,,2021,19.99,18.47
76901-1,Speed Champions,Toyota,2021,19.99,20.13
76902-1,Speed Champions,McLaren,2021,19.99,19.24
76903-1,Speed Champions,Chevrolet,2021,29.99,33.77
76904-1,Speed Champions,Dodge,2021,49.99,53.23
76905-1,Speed Champions,Ford,2021,49.99,57.8
76939-1,Jurassic World, Camp Cretaceous,2021,39.99,38.66
76940-1,Jurassic World, Camp Cretaceous,2021,29.99,27.91
76941-1,Jurassic World, Camp Cretaceous,2021,49.99,47.57
76942-1,Jurassic World, Camp Cretaceous,2021,79.99,72.78
80018-1,Monkie Kid,Season 2,2021,24.99,26.85
80019-1,Monkie Kid,Season 2,2021,34.99,33.13
80020-1,Monkie Kid,Season 2,2021,49.99,47.3
80021-1,Monkie Kid,Season 2,2021,79.99,71.18
80022-1,Monkie Kid,Season 2,2021,119.99,140.26
80023-1,Monkie Kid,Season 2,2021,149.99,154.21
80024-1,Monkie Kid,Season 2,2021,169.99,202.93
80026-1,Monkie Kid,Season 2,2021,59.99,57.61
80028-1,Monkie Kid,Season 2,2021,119.99,108.26
80106-1,Seasonal,Chinese Traditional Festivals,2021,79.99,81.41
80107-1,Seasonal,Chinese Traditional Festivals,2021,119.99,114.74
3594-1,Duplo,Bob the Builder,2009,14.99,29.95
3595-1,Duplo,Bob the Builder,2009,19.99,29.95
3596-1,Duplo,Bob the Builder,2009,29.99,34.95
3833-1,SpongeBob SquarePants,,2009,24.99,148.77
3834-1,SpongeBob SquarePants,,2009,39.99,246.52
3836-1,Games,,2009,9.99,10.0
3837-1,Games,,2009,14.99,18.0
3838-1,Games,,2009,14.99,9.0
3840-1,Games,,2009,9.99,18.12
3841-1,Games,,2009,24.99,39.64
3843-1,Games,,2009,29.99,35.0
3844-1,Games,,2009,34.99,55.46
5487-1,Bricks and More,,2009,29.99,19.95
5488-1,Duplo,,2009,39.99,55.27
5489-1,Bricks and More,,2009,44.99,50.77
5545-1,Duplo,Thomas the Tank Engine,2009,19.99,40.0
5546-1,Duplo,Thomas the Tank Engine,2009,29.99,40.0
5547-1,Duplo,Thomas the Tank Engine,2009,29.99,43.65
5560-1,Bricks and More,,2009,29.99,36.89
5592-1,Duplo,LEGO Ville,2009,14.99,33.8
5594-1,Duplo,LEGO Ville,2009,49.99,58.73
5595-1,Duplo,LEGO Ville,2009,89.99,117.45
5632-1,Duplo,LEGO Ville,2009,7.99,5.9
5633-1,Duplo,LEGO Ville,2009,29.99,45.0
5634-1,Duplo,LEGO Ville,2009,49.99,80.37
5635-1,Duplo,LEGO Ville,2009,89.99,203.66
5636-1,Duplo,LEGO Ville,2009,24.99,80.0
5637-1,Duplo,LEGO Ville,2009,16.99,62.64
5638-1,Duplo,LEGO Ville,2009,9.99,17.49
5639-1,Duplo,LEGO Ville,2009,69.99,117.45
5640-1,Duplo,LEGO Ville,2009,24.99,33.0
5641-1,Duplo,LEGO Ville,2009,49.99,54.96
5969-1,Space,Space Police 3,2009,5.99,13.32
5970-1,Space,Space Police 3,2009,9.99,22.03
5971-1,Space,Space Police 3,2009,19.99,60.0
5972-1,Space,Space Police 3,2009,29.99,100.33
5973-1,Space,Space Police 3,2009,49.99,81.68
5974-1,Space,Space Police 3,2009,99.99,171.35
5979-1,Space,Space Police 3,2009,39.99,116.75
5980-1,Space,Space Police 3,2009,49.99,83.38
6191-1,Bricks and More,,2009,9.99,15.0
6192-1,Bricks and More,,2009,9.99,18.0
6193-1,Bricks and More,,2009,9.99,15.0
6194-1,Bricks and More,,2009,29.99,32.44
6239-1,Pirates,,2009,5.99,21.16
6240-1,Pirates,,2009,9.99,45.49
6241-1,Pirates,,2009,19.99,97.49
6242-1,Pirates,,2009,49.99,256.27
6243-1,Pirates,,2009,99.99,367.61
6253-1,Pirates,,2009,39.99,224.17
6741-1,Creator,3 in 1,2009,5.99,13.59
6742-1,Creator,3 in 1,2009,5.99,8.38
6743-1,Creator,3 in 1,2009,12.99,19.81
6745-1,Creator,3 in 1,2009,19.99,23.0
6747-1,Creator,3 in 1,2009,19.99,43.73
