set_number,Year,Pieces,Minifigs,retale_price,resale_price,Launch date,Exit date,Theme,years_in_retirement,total_price_increase,average_increase_per_year,percentage_increase_per_year,adjusted_value_new,total_price_increase_real,percentage_increase_per_year_real,average_increase_per_year_real
1097-1,1999,18.0,1.0,2.0,7.97,01/01/1999,1999-12-31,Town,23,5.97,0.25956521739130434,3.2567781353990504,5.054222664050042,3.054222664050042,1.6661516906061002,0.13279228974130616
1099-1,1999,24.0,1.0,2.0,19.95,01/01/1999,2001-12-31,Castle,21,17.95,0.8547619047619047,4.284520825874209,13.162527544613477,11.162527544613477,2.6644056676485204,0.5315489306958798
1185-1,1999,25.0,1.0,2.0,23.7,01/01/1999,1999-12-31,Castle,23,21.7,0.9434782608695652,3.980920931939094,15.029495249433626,13.029495249433626,2.3902944871461433,0.5664997934536359
1187-1,1999,23.0,1.0,2.0,24.15,01/01/1999,1999-12-31,Castle,23,22.15,0.9630434782608696,3.987757673958052,15.314865412397555,13.314865412397555,2.3971312291651015,0.578907191843372
1250-1,1999,25.0,1.0,1.7,7.2,01/12/1999,1999-12-31,Town,23,5.5,0.2391304347826087,3.3212560386473426,4.565922607422874,2.865922607422874,1.7306295938543923,0.12460533075751626
1253-1,1999,102.0,1.0,6.25,18.85,01/09/1999,2001-12-31,Town,21,12.600000000000001,0.6000000000000001,3.183023872679045,12.436774146163613,6.1867741461636125,1.5629087144533567,0.29460829267445776
1254-1,1999,159.0,3.0,13.0,45.54,01/09/1999,2001-12-31,Town,21,32.54,1.5495238095238095,3.40255557646862,30.04619069582445,17.04619069582445,1.7824404182429314,0.8117233664678309
1255-1,1999,137.0,2.0,13.0,57.24,01/09/1999,2001-12-31,Town,21,44.24,2.106666666666667,3.6804099697181463,37.76556775206393,24.76556775206393,2.0602948114924566,1.1793127500982823
1269-1,1999,23.0,1.0,3.0,60.0,15/11/1999,2000-12-31,Castle,22,57.0,2.590909090909091,4.318181818181818,38.81034216309443,35.81034216309443,2.712904709325336,1.6277428255952016
1271-1,1999,33.0,1.0,2.0,44.95,15/11/1999,2000-12-31,Adventurers,22,42.95,1.9522727272727274,4.343209626858125,29.075414670518246,27.075414670518246,2.7379325180016427,1.2307006668417384
2774-1,1999,141.0,3.0,15.0,24.0,01/01/1999,2001-12-31,Town,21,9.0,0.42857142857142855,1.7857142857142858,15.83461960254253,0.8346196025425296,0.16559912748859715,0.039743790597263316
3050-1,1999,104.0,3.0,12.0,59.99,01/02/1999,2000-12-31,Castle,22,47.99,2.1813636363636366,3.6362120959553863,38.803873772733915,26.803873772733915,2.030934987098904,1.2183578987606325
3051-1,1999,145.0,2.0,15.0,100.0,01/02/1999,2000-12-31,Castle,22,85.0,3.8636363636363638,3.8636363636363638,64.68390360515738,49.68390360515738,2.258359254779881,2.258359254779881
3052-1,1999,169.0,3.0,30.0,135.9,01/02/1999,2001-12-31,Castle,21,105.9,5.042857142857143,3.710711657731525,89.66353349939708,59.663533499397076,2.090596499505837,2.8411206428284324
3053-1,1999,331.0,4.0,40.0,345.82,01/02/1999,2000-12-31,Castle,22,305.82,13.90090909090909,4.019694954285203,223.68987544735526,183.68987544735526,2.414417845428721,8.349539793061602
3143-1,1999,60.0,1.0,41.5,53.4,01/08/1999,2002-06-30,Scala,20,11.899999999999999,0.595,1.1142322097378277,35.93666918797027,-5.563330812029733,-0.5209111247218852,-0.27816654060148666
3438-1,1999,88.0,2.0,10.0,161.47,20/08/1999,2000-04-30,Town,22,151.47,6.885,4.263949959744845,104.44509915124763,94.44509915124763,2.6586728508883617,4.292959052329437
4557-1,1999,215.0,2.0,30.0,108.95,01/07/1999,2001-12-31,Trains,21,78.95,3.7595238095238095,3.450687296488123,71.88257523737536,41.88257523737536,1.830572138262434,1.994408344636922
4561-1,1999,665.0,9.0,130.0,281.16,01/07/1999,2002-12-31,Trains,20,151.16000000000003,7.558000000000002,2.688149096599801,189.21262001666145,59.21262001666145,1.0530057621400881,2.9606310008330725
4910-1,1999,40.0,1.0,3.0,29.91,01/06/1999,2000-12-31,Rock Raiders,22,26.91,1.2231818181818181,4.089541351326708,19.346955568302576,16.346955568302576,2.4842642424702253,0.7430434349228444
4920-1,1999,39.0,1.0,4.0,24.63,01/06/1999,2000-12-31,Rock Raiders,22,20.63,0.9377272727272726,3.8072564869154393,15.931645457950264,11.931645457950264,2.201979378058957,0.5423475208159211
4940-1,1999,109.0,1.0,15.0,93.99,01/06/1999,2000-12-31,Rock Raiders,22,78.99,3.5904545454545453,3.820038882279546,60.79640099848743,45.79640099848743,2.214761773423064,2.0816545908403374
4950-1,1999,90.0,1.0,20.0,153.33,01/06/1999,2000-12-31,Rock Raiders,22,133.33,6.060454545454546,3.952556280867766,99.17982939778783,79.17982939778783,2.3472791720112833,3.599083154444901
4970-1,1999,168.0,1.0,30.0,199.99,01/06/1999,2000-12-31,Rock Raiders,22,169.99,7.7268181818181825,3.8636022710226423,129.36133881995426,99.36133881995426,2.2583251621661593,4.516424491816102
4980-1,1999,351.0,2.0,50.0,188.27,01/06/1999,2000-12-31,Rock Raiders,22,138.27,6.285,3.3382907526424814,121.78038531742982,71.78038531742982,1.733013643785999,3.262744787155901
5804-1,1999,38.0,1.0,10.0,53.54,01/04/1999,2000-12-31,Belville,22,43.54,1.979090909090909,3.696471626990865,34.63176199020126,24.631761990201262,2.0911945181343827,1.1196255450091483
5805-1,1999,69.0,2.0,24.0,35.0,01/04/1999,2001-12-31,Belville,21,11.0,0.5238095238095238,1.4965986394557822,23.09215358704119,-0.9078464129588113,-0.1235165187699063,-0.043230781569467205
5808-1,1999,213.0,4.0,60.0,225.0,01/04/1999,2001-12-31,Belville,21,165.0,7.857142857142857,3.4920634920634916,148.4495587738362,88.4495587738362,1.8719483338378031,4.2118837511350575
5925-1,1999,72.0,1.0,6.0,45.44,01/01/1999,2000-12-31,Adventurers,22,39.44,1.7927272727272727,3.9452624839948784,29.392365798183516,23.392365798183516,2.339985375138396,1.063289354462887
5936-1,1999,128.0,3.0,12.0,106.78,01/01/1999,2000-12-31,Adventurers,22,94.78,4.308181818181819,4.034633656285651,69.06947226958705,57.06947226958705,2.4293565474291685,2.594066921344866
5956-1,1999,175.0,4.0,20.0,324.0,01/01/1999,1999-12-31,Adventurers,23,304.0,13.217391304347826,4.07944176060118,205.46651733402933,185.46651733402933,2.4888153158082305,8.063761623218667
5976-1,1999,318.0,7.0,50.0,374.39,01/01/1999,2000-12-31,Adventurers,22,324.39,14.745,3.938406474531905,242.17006670734872,192.17006670734872,2.3331293656754224,8.735003032152214
5986-1,1999,458.0,8.0,80.0,899.99,01/01/1999,2000-12-31,Adventurers,22,819.99,37.27227272727273,4.141409652026437,582.148664056056,502.14866405605596,2.5361325431699537,22.82493927527527
6425-1,1999,37.0,1.0,4.0,13.67,01/01/1999,2001-07-01,Town,21,9.67,0.4604761904761905,3.3685163897307278,9.019135415281516,5.019135415281516,1.748401231505039,0.23900644834673887
6429-1,1999,45.0,2.0,13.0,20.51,01/01/1999,2001-12-31,Town,21,7.510000000000002,0.35761904761904767,1.7436326066262684,13.532002002006138,0.5320020020061378,0.12351744840057992,0.02533342866695894
6432-1,1999,134.0,2.0,22.0,45.27,01/01/1999,2000-12-31,Town,22,23.270000000000003,1.0577272727272728,2.336486133702834,29.282403162054752,7.282403162054752,0.7312090248463513,0.3310183255479433
6433-1,1999,90.0,3.0,30.0,47.17,01/01/1999,2000-12-31,Town,22,17.17,0.7804545454545455,1.6545570181355638,30.51139733055274,0.5113973305527395,0.049279909279081414,0.023245333206942706
6434-1,1999,210.0,5.0,50.0,44.0,01/01/1999,1999-12-31,Town,23,-6.0,-0.2608695652173913,-0.592885375494071,27.90286037869534,-22.09713962130466,-2.1835118202870216,-0.9607452009262896
6435-1,1999,221.0,6.0,66.0,180.0,01/01/1999,1999-12-31,Town,23,114.0,4.956521739130435,2.753623188405797,114.14806518557185,48.14806518557185,1.1629967436128468,2.093394138503124
6437-1,1999,28.0,1.0,3.0,12.83,01/01/1999,2001-07-01,Town,21,9.83,0.4680952380952381,3.6484430093159634,8.464923729192527,5.4649237291925274,2.0283278510902747,0.26023446329488226
6439-1,1999,30.0,1.0,3.0,17.58,01/01/1999,1999-12-31,Town,23,14.579999999999998,0.6339130434782608,3.605876242765989,11.148461033124184,8.148461033124184,2.0152497979730386,0.35428091448366017
6452-1,1999,32.0,1.0,3.0,11.69,01/01/1999,1999-12-31,Town,23,8.69,0.3778260869565217,3.232045226317551,7.413282677885194,4.413282677885194,1.6414187815246009,0.19188185556022583
6453-1,1999,60.0,1.0,6.0,19.72,01/01/1999,2000-12-31,Town,22,13.719999999999999,0.6236363636363635,3.162456205052554,12.755665790937035,6.7556657909370355,1.5571790961960714,0.30707571776986525
6454-1,1999,133.0,1.0,20.0,68.12,20/08/1999,2000-12-31,Town,22,48.120000000000005,2.1872727272727275,3.210911226178402,44.06267513583322,24.062675135833217,1.6056341173219195,1.0937579607196917
6456-1,1999,494.0,4.0,79.99,249.13,20/08/1999,2000-12-31,Town,22,169.14,7.688181818181818,3.0860120492039567,161.14700905152858,81.15700905152859,1.4807349403474745,3.688954956887663
6458-1,1999,31.0,1.0,3.0,31.5,24/09/1999,2000-12-31,Town,22,28.5,1.2954545454545454,4.112554112554113,20.375429635624577,17.375429635624577,2.5072770036976304,0.7897922561647536
6459-1,1999,112.0,2.0,15.0,27.16,20/08/1999,1999-12-31,Town,23,12.16,0.528695652173913,1.9465966574886344,17.223674724667397,2.223674724667397,0.35597021269568374,0.0966815097681477
6463-1,1999,36.0,1.0,4.0,20.48,24/09/1999,2000-12-31,Town,22,16.48,0.7490909090909091,3.6576704545454546,13.247263458336233,9.247263458336233,2.0523933456889725,0.4203301571971015
6464-1,1999,334.0,6.0,76.0,90.44,01/01/1999,1999-12-31,Town,23,14.439999999999998,0.6278260869565216,0.6941907197661673,57.353061196572874,-18.646938803427126,-0.8964357250267835,-0.8107364697142229
6467-1,1999,66.0,2.0,10.0,17.95,01/01/1999,2000-12-31,Town,22,7.949999999999999,0.36136363636363633,2.0131678906052164,11.61076069712575,1.61076069712575,0.4078907817487339,0.07321639532389773
6468-1,1999,50.0,2.0,7.0,8.5,01/01/1999,1999-12-31,Town,23,1.5,0.06521739130434782,0.7672634271099745,5.390325300429782,-1.6096746995702178,-0.8233630176829759,-0.06998585650305295
6498-1,1999,22.0,1.0,2.0,5.0,01/01/1999,2001-12-31,Town,21,3.0,0.14285714285714285,2.857142857142857,3.298879083863027,1.298879083863027,1.2370276989171687,0.061851384945858436
7101-1,1999,52.0,2.0,6.0,56.88,01/04/1999,2000-12-31,Star Wars,22,50.88,2.312727272727273,4.065976217874952,36.792204370613526,30.792204370613526,2.46069910901847,1.3996456532097057
7110-1,1999,49.0,2.0,6.0,69.56,22/02/1999,2000-12-31,Star Wars,22,63.56,2.889090909090909,4.1533796852945795,44.99412334774748,38.99412334774748,2.548102576438097,1.77246015217034
7121-1,1999,82.0,4.0,10.0,60.41,01/04/1999,2000-12-31,Star Wars,22,50.41,2.291363636363636,3.7930204210621365,39.07554616787557,29.075546167875572,2.1877433122056535,1.3216157349034352
7128-1,1999,93.0,3.0,10.0,71.66,01/03/1999,2000-12-31,Star Wars,22,61.66,2.8027272727272727,3.91114606855606,46.35248532345578,36.35248532345578,2.3058689596995774,1.6523856965207173
7130-1,1999,215.0,3.0,20.0,87.5,22/02/1999,2000-12-31,Star Wars,22,67.5,3.0681818181818183,3.506493506493507,56.59841565451271,36.59841565451271,1.901216397637024,1.663564347932396
7131-1,1999,136.0,3.0,15.0,70.18,01/04/1999,2000-12-31,Star Wars,22,55.18000000000001,2.5081818181818183,3.573926785668023,45.39516355009946,30.39516355009946,1.9686496768115402,1.3815983431863392
7140-1,1999,266.0,4.0,30.0,125.0,22/02/1999,2001-12-31,Star Wars,21,95.0,4.523809523809524,3.619047619047619,82.47197709657567,52.47197709657567,1.9989324608219303,2.498665576027413
7141-1,1999,179.0,4.0,20.0,70.81,01/04/1999,2001-12-31,Star Wars,21,50.81,2.4195238095238096,3.4169238942576046,46.71872558566819,26.71872558566819,1.7968087360319156,1.2723202659841994
7150-1,1999,409.0,3.0,50.0,132.55,22/02/1999,2000-12-31,Star Wars,22,82.55000000000001,3.752272727272728,2.830835705222729,85.73851422863612,35.73851422863612,1.2255585963662468,1.62447791948346
7151-1,1999,244.0,1.0,30.0,67.6,01/04/1999,2000-12-31,Star Wars,22,37.599999999999994,1.7090909090909088,2.528240989779451,43.72631883708639,13.726318837086389,0.9229638809229687,0.6239235835039267
7161-1,1999,379.0,3.0,50.0,109.0,01/04/1999,2000-12-31,Star Wars,22,59.0,2.6818181818181817,2.4603836530442034,70.50545492962155,20.50545492962155,0.855106544187721,0.932066133164616
7171-1,1999,896.0,10.0,90.0,256.43,01/04/1999,2000-12-31,Star Wars,22,166.43,7.565,2.9501228405412787,165.8689340147051,75.8689340147051,1.3448457316847962,3.448587909759323
8252-1,1999,183.0,1.0,20.0,33.97,01/01/1999,2000-06-01,Technic,22,13.969999999999999,0.6349999999999999,1.869296438033559,21.973122054671965,1.9731220546719648,0.2640193291770767,0.08968736612145295
8253-1,1999,210.0,1.0,16.5,25.9,01/01/1999,2000-06-01,Technic,22,9.399999999999999,0.4272727272727272,1.6497016497016495,16.753131033735762,0.2531310337357624,0.04442454084516714,0.01150595607889829
8255-1,1999,202.0,2.0,15.0,64.35,01/01/1999,2000-06-01,Technic,22,49.349999999999994,2.2431818181818177,3.4859080313625768,41.62409196991877,26.624091969918773,1.8806309225060942,1.2101859986326715
8268-1,1999,85.0,1.0,15.0,43.63,01/01/1999,2000-06-30,Technic,22,28.630000000000003,1.3013636363636365,2.9827266476361136,28.22158714293017,13.221587142930169,1.3774495387796313,0.6009812337695531
8269-1,1999,345.0,1.0,40.0,48.83,01/01/1999,2000-06-30,Technic,22,8.829999999999998,0.4013636363636363,0.821961163964031,31.58515013039835,-8.41484986960165,-0.7833159448924515,-0.3824931758909841
1272-1,2000,23.0,1.0,3.95,9.5,01/04/2000,2000-12-31,Town,22,5.55,0.25227272727272726,2.655502392344497,6.144970842489951,2.1949708424899512,1.0502252834880148,0.09977140193136141
3148-1,2000,167.0,1.0,38.0,60.6,01/09/2000,2001-12-31,Scala,21,22.6,1.0761904761904764,1.7758918749017758,39.982414496419885,1.982414496419885,0.15577671667608714,0.09440069030570881
3151-1,2000,65.0,1.0,15.0,51.16,01/09/2000,2002-06-30,Scala,20,36.16,1.8079999999999998,3.5340109460516027,34.42921340180822,19.42921340180822,1.8988676115918899,0.9714606700904109
3402-1,2000,62.0,2.0,10.0,18.13,01/04/2000,2001-12-31,Sports,21,8.129999999999999,0.3871428571428571,2.135371523126625,11.961735558087335,1.9617355580873355,0.5152563649009365,0.09341597895653979
3404-1,2000,127.0,6.0,20.0,75.37,01/04/2000,2002-06-30,Sports,20,55.370000000000005,2.7685000000000004,3.6732121533766753,50.72184937635429,30.721849376354292,2.0380688189169627,1.5360924688177147
3405-1,2000,131.0,6.0,20.0,65.0,01/04/2000,2002-06-30,Sports,20,45.0,2.25,3.4615384615384612,43.743136652023736,23.743136652023736,1.826395127078749,1.1871568326011868
3406-1,2000,133.0,6.0,20.0,37.98,01/04/2000,2002-06-30,Sports,20,17.979999999999997,0.8989999999999998,2.3670352817272247,25.55945123144402,5.559451231444019,0.7318919472675117,0.27797256157220096
3407-1,2000,133.0,6.0,20.0,76.09,01/04/2000,2002-06-30,Sports,20,56.09,2.8045,3.6857668550400837,51.20638873619209,31.20638873619209,2.050623520580371,1.5603194368096045
3409-1,2000,294.0,12.0,50.0,154.06,01/04/2000,2001-12-31,Sports,21,104.06,4.955238095238095,3.2164339187576894,101.64506233198759,51.64506233198759,1.5963187605320002,2.4592886824755995
3411-1,2000,131.0,6.0,20.0,55.0,01/07/2000,2001-07-01,Sports,21,35.0,1.6666666666666667,3.0303030303030303,36.28766992249329,16.287669922493293,1.4101878720773413,0.7756033296425378
3412-1,2000,24.0,1.0,5.0,12.93,15/09/2000,2000-12-31,Sports,22,7.93,0.3604545454545454,2.787738170568797,8.36362873614685,3.3636287361468504,1.182461061712315,0.1528922152794023
3413-1,2000,27.0,1.0,5.0,13.24,15/09/2000,2000-12-31,Sports,22,8.24,0.37454545454545457,2.8288931612194457,8.564148837322838,3.564148837322838,1.2236160523629627,0.16200676533285627
3414-1,2000,24.0,1.0,5.0,10.66,15/09/2000,2000-12-31,Sports,22,5.66,0.25727272727272726,2.413440218318267,6.895304124309778,1.895304124309778,0.8081631094617848,0.08615018746862627
3439-1,2000,107.0,2.0,10.0,19.35,11/08/2000,2001-12-31,Town,21,9.350000000000001,0.4452380952380953,2.300972068413929,12.766662054549915,2.766662054549915,0.6808569101882405,0.13174581212142453
4801-1,2000,15.0,1.0,2.0,14.69,01/01/2000,2000-12-31,Castle,22,12.69,0.5768181818181818,3.9266043690822454,9.50206543959762,7.5020654395976205,2.321327260225763,0.34100297452716455
4806-1,2000,28.0,1.0,3.0,26.03,01/01/2000,2000-12-31,Castle,22,23.03,1.0468181818181819,4.021583487584256,16.837220108422468,13.837220108422468,2.416306378727773,0.6289645503828395
4807-1,2000,24.0,1.0,1.95,11.98,01/01/2000,2001-12-31,Castle,21,10.030000000000001,0.47761904761904767,3.986803402496224,7.904114284935813,5.954114284935812,2.3666882442705353,0.2835292516636101
4811-1,2000,15.0,1.0,2.0,14.04,01/01/2000,2000-12-31,Castle,22,12.04,0.5472727272727272,3.8979538979538977,9.081620066164097,7.081620066164097,2.2926767890974156,0.32189182118927717
4816-1,2000,50.0,2.0,5.0,47.24,15/08/2000,2000-12-31,Castle,22,42.24,1.9200000000000002,4.064352243861134,30.556676063076353,25.556676063076353,2.4590751350046527,1.161667093776198
4817-1,2000,38.0,2.0,5.0,48.88,15/08/2000,2000-12-31,Castle,22,43.88,1.9945454545454546,4.080493974110995,31.617492082200933,26.617492082200933,2.4752168652545135,1.209886003736406
4819-1,2000,49.0,2.0,5.0,38.68,15/08/2000,2000-12-31,Castle,22,33.68,1.530909090909091,3.9578828617091286,25.019733914474877,20.019733914474877,2.352605752852646,0.9099879052034034
5823-1,2000,36.0,1.0,6.0,13.24,01/01/2000,2001-12-31,Belville,21,7.24,0.34476190476190477,2.60394187886635,8.735431814069296,2.7354318140692957,0.9838267206406616,0.13025865781282361
5824-1,2000,66.0,1.0,8.0,50.0,01/01/2000,2001-12-31,Belville,21,42.0,2.0,4.0,32.98879083863027,24.988790838630273,2.3798848417743117,1.1899424208871558
5825-1,2000,54.0,2.0,13.0,49.0,01/01/2000,2001-12-31,Belville,21,36.0,1.7142857142857142,3.4985422740524785,32.329015021857664,19.329015021857664,1.8784271158267896,0.9204292867551269
5826-1,2000,79.0,1.0,17.0,84.48,01/01/2000,2001-12-31,Belville,21,67.48,3.2133333333333334,3.803661616161616,55.73786100094971,38.73786100094971,2.1835464579359276,1.8446600476642718
5903-1,2000,23.0,1.0,2.0,19.71,01/04/2000,2001-12-31,Adventurers,21,17.71,0.8433333333333334,4.278707931675968,13.004181348588054,11.004181348588054,2.65859277345028,0.5240086356470501
5904-1,2000,28.0,1.0,2.0,19.03,01/04/2000,2001-12-31,Adventurers,21,17.03,0.810952380952381,4.2614418336961695,12.555533793182681,10.555533793182681,2.64132667547048,0.5026444663420324
5911-1,2000,22.0,1.0,3.0,17.44,15/07/2000,2000-12-31,Adventurers,22,14.440000000000001,0.6563636363636364,3.763552960800667,11.28087278873945,8.28087278873945,2.1582758519441847,0.3764033085790659
5913-1,2000,21.0,1.0,3.0,20.72,15/07/2000,2000-12-31,Adventurers,22,17.72,0.8054545454545454,3.887328887328887,13.40250482698861,10.40250482698861,2.282051778472405,0.47284112849948223
5921-1,2000,57.0,1.0,6.0,15.63,01/07/2000,2001-12-31,Adventurers,21,9.63,0.45857142857142863,2.9339182890046613,10.312296016155823,4.312296016155823,1.313803130778973,0.20534742934075348
5934-1,2000,88.0,2.0,14.99,52.27,01/07/2000,2001-12-31,Adventurers,21,37.28,1.7752380952380953,3.396284857926335,34.48648194270409,19.496481942704087,1.7761696997006464,0.928403902033528
5935-1,2000,205.0,1.0,20.0,54.11,01/07/2000,2002-12-31,Adventurers,20,34.11,1.7055,3.151912770282757,36.41447883447699,16.414478834476988,1.5167694358230448,0.8207239417238494
5955-1,2000,185.0,3.0,30.0,88.22,01/07/2000,2001-12-31,Adventurers,21,58.22,2.7723809523809524,3.1425764592846885,58.20542255567925,28.20542255567925,1.5224613010590002,1.34311535979425
5975-1,2000,321.0,5.0,50.0,155.1,01/07/2000,2002-12-31,Adventurers,20,105.1,5.255,3.388136686009026,104.3778537650597,54.3778537650597,1.7529933515493135,2.7188926882529847
5987-1,2000,617.0,6.0,80.0,242.62,01/07/2000,2001-12-31,Adventurers,21,162.62,7.743809523809524,3.191744095214543,160.07480866536952,80.07480866536952,1.571628936988854,3.813086126922358
6032-1,2000,56.0,1.0,6.0,21.57,01/01/2000,2001-12-31,Castle,21,15.57,0.7414285714285714,3.437313729386052,14.231364367785098,8.231364367785098,1.817198571160363,0.39196973179929034
6091-1,2000,529.0,8.0,90.0,425.0,01/01/2000,2001-12-31,Castle,21,335.0,15.952380952380953,3.753501400560224,280.40472212835726,190.40472212835726,2.133386242334535,9.066891529921774
