Number,Theme,Subtheme,Year,RRP (USD),Value used (USD)
42121-1,Technic,,2021,39.99,22.79
42122-1,Technic,,2021,49.99,34.19
42123-1,Technic,,2021,49.99,33.72
42124-1,Technic,,2021,129.99,99.0
42125-1,Technic,,2021,169.99,114.99
42126-1,Technic,,2021,99.99,98.43
42128-1,Technic,,2021,149.99,114.39
42131-1,Technic,,2021,449.99,347.81
43101-1,Vidiyo,Bandmates Series 1,2021,4.99,3.41
43101-2,Vidiyo,Bandmates Series 1,2021,4.99,4.13
43101-3,Vidiyo,Bandmates Series 1,2021,4.99,5.24
43101-5,Vidiyo,Bandmates Series 1,2021,4.99,3.95
43101-6,Vidiyo,Bandmates Series 1,2021,4.99,1.25
43101-7,Vidiyo,Bandmates Series 1,2021,4.99,3.91
43101-8,Vidiyo,Bandmates Series 1,2021,4.99,3.95
43101-9,Vidiyo,Bandmates Series 1,2021,4.99,4.33
43101-10,Vidiyo,Bandmates Series 1,2021,4.99,4.09
43101-11,Vidiyo,Bandmates Series 1,2021,4.99,1.25
43101-12,Vidiyo,Bandmates Series 1,2021,4.99,4.11
43102-1,Vidiyo,BeatBox,2021,19.99,6.09
43103-1,Vidiyo,BeatBox,2021,19.99,11.31
43104-1,Vidiyo,BeatBox,2021,19.99,11.91
43105-1,Vidiyo,BeatBox,2021,19.99,5.53
43106-1,Vidiyo,BeatBox,2021,19.99,11.61
43115-1,Vidiyo,Stages,2021,99.99,30.44
43181-1,Disney,Raya and the Last Dragon,2021,79.99,70.0
60282-1,City,Fire,2021,59.99,33.99
60283-1,City,Traffic,2021,19.99,13.56
60285-1,City,Traffic,2021,9.99,7.32
60287-1,City,Farm,2021,19.99,14.4
60288-1,City,Traffic,2021,19.99,12.0
60304-1,City,Traffic,2021,19.99,11.59
60305-1,City,Traffic,2021,29.99,26.43
71029-1,Collectable Minifigures,Series 21,2021,4.99,3.71
71029-2,Collectable Minifigures,Series 21,2021,4.99,3.52
71029-3,Collectable Minifigures,Series 21,2021,4.99,3.89
71029-4,Collectable Minifigures,Series 21,2021,4.99,3.87
71029-5,Collectable Minifigures,Series 21,2021,4.99,3.44
71029-6,Collectable Minifigures,Series 21,2021,4.99,4.62
71029-7,Collectable Minifigures,Series 21,2021,4.99,4.24
71029-8,Collectable Minifigures,Series 21,2021,4.99,5.08
71029-9,Collectable Minifigures,Series 21,2021,4.99,3.66
71029-10,Collectable Minifigures,Series 21,2021,4.99,3.95
71029-11,Collectable Minifigures,Series 21,2021,4.99,2.97
71029-12,Collectable Minifigures,Series 21,2021,4.99,3.08
71030-1,Collectable Minifigures,Looney Tunes,2021,4.99,3.32
71030-2,Collectable Minifigures,Looney Tunes,2021,4.99,4.9
71030-3,Collectable Minifigures,Looney Tunes,2021,4.99,4.41
71030-4,Collectable Minifigures,Looney Tunes,2021,4.99,4.01
71030-5,Collectable Minifigures,Looney Tunes,2021,4.99,3.74
71030-6,Collectable Minifigures,Looney Tunes,2021,4.99,4.73
71030-7,Collectable Minifigures,Looney Tunes,2021,4.99,4.11
71030-8,Collectable Minifigures,Looney Tunes,2021,4.99,3.86
71030-9,Collectable Minifigures,Looney Tunes,2021,4.99,4.44
71030-10,Collectable Minifigures,Looney Tunes,2021,4.99,4.57
71030-11,Collectable Minifigures,Looney Tunes,2021,4.99,3.19
71030-12,Collectable Minifigures,Looney Tunes,2021,4.99,4.83
71384-1,Super Mario,Power-Up Pack,2021,9.99,7.46
71385-1,Super Mario,Power-Up Pack,2021,9.99,7.39
71386-1,Super Mario,Character Pack - Series 2,2021,4.99,4.15
71386-2,Super Mario,Character Pack - Series 2,2021,4.99,3.88
71386-3,Super Mario,Character Pack - Series 2,2021,4.99,3.3
71386-4,Super Mario,Character Pack - Series 2,2021,4.99,4.0
71386-5,Super Mario,Character Pack - Series 2,2021,4.99,3.15
71386-6,Super Mario,Character Pack - Series 2,2021,4.99,4.2
71386-7,Super Mario,Character Pack - Series 2,2021,4.99,4.98
71386-8,Super Mario,Character Pack - Series 2,2021,4.99,3.83
71386-9,Super Mario,Character Pack - Series 2,2021,4.99,4.5
71386-10,Super Mario,Character Pack - Series 2,2021,4.99,4.86
71387-1,Super Mario,Starter Course,2021,59.99,28.84
71394-1,Super Mario,Character Pack - Series 3,2021,4.99,5.04
71394-2,Super Mario,Character Pack - Series 3,2021,4.99,3.4
71394-3,Super Mario,Character Pack - Series 3,2021,4.99,6.23
71394-5,Super Mario,Character Pack - Series 3,2021,4.99,3.4
71394-6,Super Mario,Character Pack - Series 3,2021,4.99,5.16
71394-7,Super Mario,Character Pack - Series 3,2021,4.99,5.49
71394-8,Super Mario,Character Pack - Series 3,2021,4.99,3.4
71394-9,Super Mario,Character Pack - Series 3,2021,4.99,11.0
71394-10,Super Mario,Character Pack - Series 3,2021,4.99,4.0
71395-1,Super Mario,Miscellaneous,2021,169.99,139.99
71735-1,Ninjago,Legacy,2021,29.99,15.0
71737-1,Ninjago,Legacy,2021,49.99,7.12
71738-1,Ninjago,Legacy,2021,59.99,21.64
71740-1,Ninjago,Legacy,2021,19.99,8.0
71741-1,Ninjago,Legacy,2021,299.99,253.75
71742-1,Ninjago,Legacy,2021,29.99,29.99
75295-1,Star Wars,MicroFighters,2021,9.99,4.74
75297-1,Star Wars,The Force Awakens,2021,19.99,19.81
75298-1,Star Wars,MicroFighters,2021,19.99,10.67
75299-1,Star Wars,The Mandalorian,2021,29.99,19.7
75300-1,Star Wars,Episode IV,2021,39.99,32.5
75301-1,Star Wars,Episode IV,2021,49.99,33.87
75302-1,Star Wars,Episode VI,2021,69.99,45.0
75304-1,Star Wars,Helmet Collection,2021,69.99,46.27
75305-1,Star Wars,Helmet Collection,2021,49.99,37.53
75306-1,Star Wars,Episode V,2021,59.99,33.31
75308-1,Star Wars,Miscellaneous,2021,199.99,175.52
75309-1,Star Wars,Ultimate Collector Series,2021,349.99,369.33
75313-1,Star Wars,Ultimate Collector Series,2021,799.99,699.99
75314-1,Star Wars,The Bad Batch,2021,99.99,64.99
75315-1,Star Wars,The Mandalorian,2021,159.99,89.99
75316-1,Star Wars,The Clone Wars,2021,59.99,27.96
75546-1,Minions: The Rise of Gru,,2021,19.99,15.0
76171-1,Marvel Super Heroes,Spider-Man,2021,9.99,9.0
76173-1,Marvel Super Heroes,Spider-Man,2021,19.99,16.5
76174-1,Marvel Super Heroes,Spider-Man,2021,39.99,30.0
76178-1,Marvel Super Heroes,Spider-Man,2021,299.99,328.4
76182-1,DC Comics Super Heroes,Batman,2021,59.99,41.0
76187-1,Marvel Super Heroes,Spider-Man,2021,59.99,45.09
76188-1,DC Comics Super Heroes,Batman Classic TV Series,2021,29.99,29.45
76191-1,Marvel Super Heroes,Avengers: Infinity War,2021,69.99,49.44
76193-1,Marvel Super Heroes,Avengers: Endgame,2021,149.99,146.5
76199-1,Marvel Super Heroes,Spider-Man,2021,59.99,45.78
76200-1,Marvel Super Heroes,Avengers: Endgame,2021,29.99,26.74
76201-1,Marvel Super Heroes,What If...?,2021,29.99,25.0
76237-1,Marvel Super Heroes,Avengers: Endgame,2021,39.99,29.99
76239-1,DC Comics Super Heroes,The Dark Knight Trilogy,2021,39.99,34.99
76382-1,Harry Potter,Hogwarts Moments,2021,29.99,18.5
76383-1,Harry Potter,Hogwarts Moments,2021,29.99,17.85
76384-1,Harry Potter,Hogwarts Moments,2021,29.99,27.79
76385-1,Harry Potter,Hogwarts Moments,2021,29.99,24.55
76386-1,Harry Potter,Chamber of Secrets,2021,19.99,20.38
76387-1,Harry Potter,Philosopher's Stone,2021,39.99,22.09
76388-1,Harry Potter,Prisoner of Azkaban,2021,79.99,53.99
76389-1,Harry Potter,Chamber of Secrets,2021,129.99,80.0
76392-1,Harry Potter,Philosopher's Stone,2021,59.99,48.0
76393-1,Harry Potter,General,2021,119.99,106.18
76901-1,Speed Champions,Toyota,2021,19.99,20.07
80018-1,Monkie Kid,Season 2,2021,24.99,15.0
80024-1,Monkie Kid,Season 2,2021,169.99,125.0
80106-1,Seasonal,Chinese Traditional Festivals,2021,79.99,54.87
80107-1,Seasonal,Chinese Traditional Festivals,2021,119.99,127.02
3595-1,Duplo,Bob the Builder,2009,19.99,22.99
3596-1,Duplo,Bob the Builder,2009,29.99,20.0
3597-1,Duplo,Bob the Builder,2009,39.99,3.65
3833-1,SpongeBob SquarePants,,2009,24.99,40.45
3834-1,SpongeBob SquarePants,,2009,39.99,50.54
3835-1,Games,,2009,4.99,11.26
3838-1,Games,,2009,14.99,4.08
3841-1,Games,,2009,24.99,20.0
3843-1,Games,,2009,29.99,22.64
3844-1,Games,,2009,34.99,28.01
5489-1,Bricks and More,,2009,44.99,34.95
5545-1,Duplo,Thomas the Tank Engine,2009,19.99,23.44
5546-1,Duplo,Thomas the Tank Engine,2009,29.99,32.92
5547-1,Duplo,Thomas the Tank Engine,2009,29.99,30.0
5560-1,Bricks and More,,2009,29.99,19.9
5592-1,Duplo,LEGO Ville,2009,14.99,3.73
5594-1,Duplo,LEGO Ville,2009,49.99,44.92
5595-1,Duplo,LEGO Ville,2009,89.99,81.16
5632-1,Duplo,LEGO Ville,2009,7.99,5.47
5633-1,Duplo,LEGO Ville,2009,29.99,19.0
5634-1,Duplo,LEGO Ville,2009,49.99,50.71
5635-1,Duplo,LEGO Ville,2009,89.99,44.95
5636-1,Duplo,LEGO Ville,2009,24.99,25.0
5637-1,Duplo,LEGO Ville,2009,16.99,15.58
5638-1,Duplo,LEGO Ville,2009,9.99,7.04
5639-1,Duplo,LEGO Ville,2009,69.99,65.9
5640-1,Duplo,LEGO Ville,2009,24.99,25.37
5641-1,Duplo,LEGO Ville,2009,49.99,42.03
5969-1,Space,Space Police 3,2009,5.99,5.87
5970-1,Space,Space Police 3,2009,9.99,8.19
5971-1,Space,Space Police 3,2009,19.99,18.71
5972-1,Space,Space Police 3,2009,29.99,28.83
5973-1,Space,Space Police 3,2009,49.99,59.17
5974-1,Space,Space Police 3,2009,99.99,97.94
5979-1,Space,Space Police 3,2009,39.99,80.0
5980-1,Space,Space Police 3,2009,49.99,45.02
6191-1,Bricks and More,,2009,9.99,7.3
6192-1,Bricks and More,,2009,9.99,7.08
6193-1,Bricks and More,,2009,9.99,5.8
6239-1,Pirates,,2009,5.99,14.87
6240-1,Pirates,,2009,9.99,18.0
6241-1,Pirates,,2009,19.99,37.71
6242-1,Pirates,,2009,49.99,134.72
6243-1,Pirates,,2009,99.99,195.1
6253-1,Pirates,,2009,39.99,104.48
6741-1,Creator,3 in 1,2009,5.99,2.7
6742-1,Creator,3 in 1,2009,5.99,3.32
6743-1,Creator,3 in 1,2009,12.99,6.58
6745-1,Creator,3 in 1,2009,19.99,12.38
6747-1,Creator,3 in 1,2009,19.99,11.09
6751-1,Creator,3 in 1,2009,39.99,47.88
6752-1,Creator,3 in 1,2009,59.99,53.96
6753-1,Creator,3 in 1,2009,89.99,87.23
6754-1,Creator,3 in 1,2009,59.99,80.78
7078-1,Castle,Fantasy Era,2009,19.99,42.06
7079-1,Castle,Fantasy Era,2009,39.99,129.04
7097-1,Castle,Fantasy Era,2009,99.99,196.43
7195-1,Indiana Jones,Raiders of the Lost Ark,2009,10.99,37.16
7196-1,Indiana Jones,Kingdom of the Crystal Skull,2009,19.99,56.75
7197-1,Indiana Jones,Last Crusade,2009,39.99,76.61
7198-1,Indiana Jones,Last Crusade,2009,49.99,112.24
7199-1,Indiana Jones,Temple of Doom,2009,89.99,218.06
7630-1,City,Construction,2009,12.99,12.12
7631-1,City,Construction,2009,19.99,20.96
7632-1,City,Construction,2009,59.99,75.53
7633-1,City,Construction,2009,99.99,117.04
7634-1,City,Farm,2009,12.99,17.23
7635-1,City,Farm,2009,17.48,22.15
7636-1,City,Farm,2009,44.99,85.64
7637-1,City,Farm,2009,89.99,140.02
7638-1,City,Traffic,2009,12.99,10.65
7639-1,City,Traffic,2009,16.99,12.29
7641-1,City,Town,2009,59.99,52.43
7642-1,City,Traffic,2009,99.99,88.16
7682-1,Indiana Jones,Temple of Doom,2009,29.99,79.65
7683-1,Indiana Jones,Raiders of the Lost Ark,2009,49.99,135.62
7685-1,City,Construction,2009,39.99,30.53
7686-1,City,Traffic,2009,39.99,29.62
7687-1,City,Seasonal,2009,29.99,20.38
7746-1,City,Construction,2009,29.99,38.88
7747-1,City,Town,2009,59.99,65.46
7748-1,Star Wars,The Clone Wars,2009,24.99,38.39
7749-1,Star Wars,Episode V,2009,24.99,28.51
7751-1,Star Wars,The Clone Wars,2009,39.99,119.24
7752-1,Star Wars,The Clone Wars,2009,54.99,99.65
7753-1,Star Wars,The Clone Wars,2009,39.99,56.69
7754-1,Star Wars,Episode VI,2009,109.99,115.15
7778-1,Star Wars,Episode IV,2009,39.99,47.43
7802-1,Racers,Tiny Turbos,2009,2.99,2.66
8014-1,Star Wars,The Clone Wars,2009,11.99,30.86
8015-1,Star Wars,The Clone Wars,2009,11.99,11.12
8016-1,Star Wars,The Clone Wars,2009,19.99,28.93
8017-1,Star Wars,Episode IV,2009,29.99,50.64
8018-1,Star Wars,The Clone Wars,2009,49.99,64.13
8019-1,Star Wars,The Clone Wars,2009,59.99,86.57
8033-1,Star Wars,The Clone Wars,2009,3.99,2.9
8036-1,Star Wars,The Clone Wars,2009,29.99,42.29
8037-1,Star Wars,The Clone Wars,2009,59.99,105.92
8038-1,Star Wars,Episode VI,2009,99.99,166.4
8039-1,Star Wars,The Clone Wars,2009,119.99,250.86
8063-1,Technic,,2009,99.99,140.19
8119-1,Racers,Tiny Turbos,2009,4.99,4.57
8120-1,Racers,Tiny Turbos,2009,4.99,4.16
8121-1,Racers,Tiny Turbos,2009,4.99,2.11
8122-1,Racers,Tiny Turbos,2009,4.99,2.13
8123-1,Racers,Tiny Turbos,2009,14.99,10.0
8124-1,Racers,Tiny Turbos,2009,14.99,4.76
8125-1,Racers,Tiny Turbos,2009,14.99,7.8
8126-1,Racers,Tiny Turbos,2009,14.99,8.18
8162-1,Racers,Power Racers,2009,12.99,17.56
8163-1,Racers,Power Racers,2009,12.99,6.04
8164-1,Racers,Power Racers,2009,12.99,4.2
8165-1,Racers,Power Racers,2009,12.99,7.03
8166-1,Racers,Power Racers,2009,19.99,11.8
8167-1,Racers,Power Racers,2009,19.99,15.14
8168-1,Racers,Ferrari,2009,19.99,44.02
8169-1,Racers,Lamborghini,2009,59.99,111.8
8182-1,Racers,Tiny Turbos,2009,39.99,33.0
8183-1,Racers,Remote Control,2009,39.99,32.25
8185-1,Racers,Ferrari,2009,79.99,71.07
8186-1,Racers,Tiny Turbos,2009,69.99,49.36
8256-1,Technic,,2009,14.99,9.12
8258-1,Technic,,2009,149.99,219.9
8259-1,Technic,,2009,9.99,8.46
8260-1,Technic,,2009,9.99,6.22
8261-1,Technic,,2009,24.99,13.8
8262-1,Technic,,2009,39.99,17.19
8263-1,Technic,,2009,49.99,72.33
8264-1,Technic,,2009,69.99,68.68
8265-1,Technic,,2009,79.99,98.82
8396-1,Pirates,,2009,3.49,9.39
8397-1,Pirates,,2009,3.49,7.43
8398-1,City,General,2009,3.49,4.2
8399-1,Space,Space Police 3,2009,3.49,7.55
8400-1,Space,Space Police 3,2009,3.49,5.5
8401-1,City,General,2009,9.99,7.92
8402-1,City,Traffic,2009,9.99,5.61
8547-1,Mindstorms,NXT 2.0,2009,279.99,170.68
8707-1,Power Miners,,2009,26.99,45.01
8708-1,Power Miners,,2009,49.99,51.94
8709-1,Power Miners,,2009,79.99,165.35
8866-1,Power Functions,Trains,2009,10.99,10.0
8867-1,City,Trains,2009,24.99,45.0
8869-1,Power Functions,Accessories,2009,5.79,8.17
8870-1,Power Functions,Accessories,2009,6.49,9.77
8871-1,Power Functions,Accessories,2009,3.99,6.53
8878-1,Power Functions,Accessories,2009,49.99,74.53
8879-1,Power Functions,Accessories,2009,12.99,15.19
8887-1,Power Functions,Accessories,2009,29.99,26.0
8956-1,Power Miners,,2009,5.99,6.25
8957-1,Power Miners,,2009,7.99,9.79
8958-1,Power Miners,,2009,9.99,10.65
8959-1,Power Miners,,2009,19.99,18.45
8960-1,Power Miners,,2009,29.99,23.27
8961-1,Power Miners,,2009,69.99,77.32
8962-1,Power Miners,,2009,19.99,24.84
8963-1,Power Miners,,2009,34.99,31.68
8964-1,Power Miners,,2009,99.99,85.87
8967-1,Agents,,2009,9.99,7.37
8968-1,Agents,,2009,19.99,15.05
8969-1,Agents,,2009,29.99,18.72
8970-1,Agents,,2009,49.99,49.94
8971-1,Agents,,2009,79.99,48.32
8972-1,Bionicle,Agori,2009,6.99,7.35
8973-1,Bionicle,Agori,2009,6.99,6.42
8974-1,Bionicle,Agori,2009,6.99,6.01
8975-1,Bionicle,Agori,2009,6.99,7.83
8976-1,Bionicle,Agori,2009,6.99,4.95
8977-1,Bionicle,Agori,2009,6.99,6.46
8978-1,Bionicle,Glatorian,2009,12.99,19.33
8979-1,Bionicle,Glatorian,2009,12.99,17.86
8980-1,Bionicle,Glatorian,2009,12.99,18.6
8981-1,Bionicle,Glatorian,2009,12.99,20.05
8982-1,Bionicle,Glatorian,2009,12.99,15.8
8983-1,Bionicle,Glatorian,2009,12.99,21.58
8984-1,Bionicle,Glatorian Legends,2009,12.99,17.57
8985-1,Bionicle,Glatorian Legends,2009,12.99,16.81
8986-1,Bionicle,Glatorian Legends,2009,12.99,16.54
8987-1,Bionicle,Glatorian Legends,2009,12.99,19.56
8988-1,Bionicle,Glatorian Legends,2009,12.99,16.69
8989-1,Bionicle,Glatorian Legends,2009,12.99,30.35
8990-1,Bionicle,Vehicles/Creatures,2009,19.99,53.0
8991-1,Bionicle,Warriors,2009,19.99,47.69
8992-1,Bionicle,Vehicles/Creatures,2009,19.99,27.66
8993-1,Bionicle,Vehicles/Creatures,2009,29.99,41.31
8994-1,Bionicle,Vehicles/Creatures,2009,39.99,46.41
8995-1,Bionicle,Vehicles/Creatures,2009,59.99,121.15
8996-1,Bionicle,Vehicles/Creatures,2009,89.99,217.81
8998-1,Bionicle,Warriors,2009,49.99,371.49
9078-1,Education,Duplo,2009,90.0,50.0
9580-1,Education,,2009,130.0,90.0
9686-1,Education,,2009,199.95,169.68
10193-1,Castle,Fantasy Era,2009,99.99,326.32
10194-1,Creator Expert,Trains,2009,99.99,512.84
10195-1,Star Wars,The Clone Wars,2009,249.99,702.48
10196-1,Creator Expert,Fairground,2009,249.99,787.29
10197-1,Creator Expert,Modular Buildings Collection,2009,149.99,431.23
10198-1,Star Wars,Episode IV,2009,149.99,204.83
10199-1,Creator Expert,Winter Village,2009,59.99,156.1
10287-1,Mindstorms,NXT,2009,169.99,125.0
21002-1,Architecture,Landmark Series,2009,19.99,18.88
21003-1,Architecture,Landmark Series,2009,19.99,31.04
21004-1,Architecture,Architect Series,2009,39.99,44.76
21005-1,Architecture,Architect Series,2009,99.99,217.18
30002-1,City,Police,2009,2.99,3.53
30005-1,Star Wars,Episode VI,2009,3.99,9.43
30008-1,Creator,Seasonal,2009,3.5,3.55
30009-1,Creator,Seasonal,2009,3.5,3.21
40000-1,Seasonal,Christmas,2009,9.99,20.0
40001-1,Seasonal,Christmas,2009,4.99,9.0
40002-1,Seasonal,Christmas,2009,4.99,4.5
40003-1,Seasonal,Christmas,2009,4.99,9.08
852535-1,Miscellaneous,Minifigure collection,2009,17.99,41.5
852697-1,Miscellaneous,Minifigure collection,2009,17.99,52.03
852701-1,Castle,Battle Pack,2009,14.99,23.7
852702-1,Castle,Battle Pack,2009,14.99,30.0
852741-1,Gear,Seasonal,2009,19.99,105.53
852744-1,Seasonal,Christmas,2009,19.99,17.73
852747-1,Pirates,Accessories,2009,14.99,24.99
852753-1,Miscellaneous,Minifigure collection,2009,17.99,58.0
COMCON004-1,Star Wars,Promotional,2009,49.99,300.0
COMCON006-1,Star Wars,Promotional,2009,49.99,400.0
COMCON007-1,Star Wars,Promotional,2009,49.99,200.0
COMCON008-1,Star Wars,Promotional,2009,49.99,300.0
COMCON009-1,Star Wars,Promotional,2009,49.99,115.0
COMCON010-1,Star Wars,The Clone Wars,2009,50.0,300.0
HANOVER-1,Promotional,LEGO brand store opening set,2009,0.0,12.0
RALEIGH-1,Promotional,LEGO brand store opening set,2009,0.0,15.0
3830-1,SpongeBob SquarePants,,2008,19.99,53.8
3831-1,SpongeBob SquarePants,,2008,29.99,63.13
3832-1,SpongeBob SquarePants,,2008,29.99,54.06
4210-1,City,Coast Guard,2008,49.99,91.81
4837-1,Creator,3 in 1,2008,4.99,7.3
4838-1,Creator,3 in 1,2008,4.99,4.31
4862-1,Duplo,Castle,2008,16.99,17.69
4863-1,Duplo,Castle,2008,24.99,36.14
4864-1,Duplo,Castle,2008,79.99,75.39
4993-1,Creator,3 in 1,2008,49.99,47.26
4994-1,Creator,3 in 1,2008,12.99,14.2
4995-1,Creator,3 in 1,2008,19.99,18.88
4996-1,Creator,3 in 1,2008,34.99,51.05
4997-1,Creator,3 in 1,2008,69.99,81.95
4998-1,Creator,3 in 1,2008,49.99,75.34
5543-1,Duplo,Thomas the Tank Engine,2008,19.99,20.0
5544-1,Duplo,Thomas the Tank Engine,2008,49.99,82.84
5572-1,Duplo,,2008,44.99,19.86
5573-1,Bricks and More,,2008,44.99,33.53
5574-1,Bricks and More,,2008,12.99,7.1
5582-1,Bricks and More,,2008,49.99,27.72
5584-1,Bricks and More,,2008,29.99,22.77
5585-1,Bricks and More,,2008,19.99,15.0
5593-1,Duplo,LEGO Ville,2008,49.99,48.58
5596-1,Duplo,Dino,2008,12.99,20.73
5597-1,Duplo,Dino,2008,24.99,43.75
5598-1,Duplo,Dino,2008,49.99,91.16
5601-1,Duplo,LEGO Ville,2008,59.99,40.59
5602-1,Duplo,LEGO Ville,2008,39.99,23.8
5603-1,Duplo,LEGO Ville,2008,8.99,7.37
5604-1,Duplo,LEGO Ville,2008,39.99,28.8
5605-1,Duplo,LEGO Ville,2008,24.99,17.26
5606-1,Duplo,LEGO Ville,2008,16.99,9.96
5607-1,Duplo,LEGO Ville,2008,16.99,14.65
5608-1,Duplo,LEGO Ville,2008,59.99,45.29
5609-1,Duplo,LEGO Ville,2008,119.99,48.95
5610-1,City,Construction,2008,3.49,3.44
5611-1,City,Traffic,2008,3.49,4.18
5612-1,City,Police,2008,3.49,2.94
5613-1,City,Fire,2008,3.49,2.46
5615-1,Castle,Fantasy Era,2008,3.49,9.54
5616-1,Space,Mars Mission,2008,3.49,5.0
5618-1,Castle,Fantasy Era,2008,3.49,8.7
5619-1,Space,Mars Mission,2008,3.49,4.69
5620-1,City,Construction,2008,3.49,3.83
5621-1,City,Coast Guard,2008,3.49,4.29
6117-1,Bricks and More,,2008,12.99,28.02
6118-1,Bricks and More,,2008,12.99,9.74
6176-1,Duplo,,2008,19.99,15.0
6177-1,Bricks and More,,2008,29.99,27.2
6187-1,Bricks and More,,2008,19.99,17.96
7037-1,Castle,Fantasy Era,2008,29.99,62.37
7038-1,Castle,Fantasy Era,2008,19.99,32.89
7040-1,Castle,Fantasy Era,2008,9.99,20.4
7041-1,Castle,Fantasy Era,2008,39.99,109.02
7048-1,Castle,Fantasy Era,2008,79.99,156.13
7236-2,City,Police,2008,5.99,3.66
7583-1,Belville,,2008,12.99,7.67
7585-1,Belville,,2008,39.99,23.77
7586-1,Belville,,2008,79.99,86.69
7587-1,Belville,,2008,19.99,14.26
7620-1,Indiana Jones,Last Crusade,2008,9.99,31.56
7621-1,Indiana Jones,Raiders of the Lost Ark,2008,19.99,66.66
7622-1,Indiana Jones,Raiders of the Lost Ark,2008,29.99,91.05
7623-1,Indiana Jones,Raiders of the Lost Ark,2008,59.99,191.73
7624-1,Indiana Jones,Kingdom of the Crystal Skull,2008,9.99,33.21
7625-1,Indiana Jones,Kingdom of the Crystal Skull,2008,19.99,39.11
7626-1,Indiana Jones,Kingdom of the Crystal Skull,2008,39.99,56.94
7627-1,Indiana Jones,Kingdom of the Crystal Skull,2008,79.99,129.74
7628-1,Indiana Jones,Kingdom of the Crystal Skull,2008,49.99,118.92
7644-1,Space,Mars Mission,2008,79.99,118.67
7645-1,Space,Mars Mission,2008,49.99,118.0
7646-1,Space,Mars Mission,2008,29.99,44.33
7647-1,Space,Mars Mission,2008,19.99,23.75
7648-1,Space,Mars Mission,2008,9.99,13.24
7649-1,Space,Mars Mission,2008,69.99,169.05
7667-1,Star Wars,Legends,2008,9.99,19.57
7668-1,Star Wars,Legends,2008,9.99,17.7
7669-1,Star Wars,The Clone Wars,2008,19.99,17.61
7670-1,Star Wars,The Clone Wars,2008,19.99,37.68
7671-1,Star Wars,Episode III,2008,39.99,51.46
7672-1,Star Wars,Legends,2008,49.99,106.35
7673-1,Star Wars,The Clone Wars,2008,44.99,67.97
7674-1,Star Wars,The Clone Wars,2008,54.99,98.26
7675-1,Star Wars,The Clone Wars,2008,89.99,228.82
7676-1,Star Wars,The Clone Wars,2008,119.99,283.93
7678-1,Star Wars,The Clone Wars,2008,29.99,42.68
7679-1,Star Wars,The Clone Wars,2008,49.99,111.07
7680-1,Star Wars,The Clone Wars,2008,99.99,134.04
7681-1,Star Wars,The Clone Wars,2008,29.99,83.24
7723-1,City,Police,2008,39.99,19.11
7724-1,City,Seasonal,2008,29.99,22.5
7726-1,City,Coast Guard,2008,39.99,17.22
7731-1,City,Cargo,2008,7.99,11.5
7732-1,City,Cargo,2008,14.99,12.69
7733-1,City,Cargo,2008,24.99,37.02
7734-1,City,Cargo,2008,49.99,72.65
7736-1,City,Coast Guard,2008,4.99,2.81
7737-1,City,Coast Guard,2008,9.99,8.4
7738-1,City,Coast Guard,2008,39.99,29.08
7739-1,City,Coast Guard,2008,59.99,64.4
7741-1,City,Police,2008,9.99,4.66
7743-1,City,Police,2008,44.99,27.68
7744-1,City,Police,2008,89.99,93.34
7884-1,Batman,,2008,9.99,76.46
7885-1,Batman,,2008,19.99,81.44
7886-1,Batman,,2008,29.99,124.05
7888-1,Batman,,2008,49.99,291.9
7979-1,Castle,Seasonal,2008,30.0,62.18
8028-1,Star Wars,Mini Building Set,2008,4.99,3.28
8031-1,Star Wars,The Clone Wars,2008,3.99,3.73
8111-1,Exo-Force,Deep Jungle,2008,7.99,17.47
8112-1,Exo-Force,Deep Jungle,2008,7.99,11.79
8113-1,Exo-Force,Deep Jungle,2008,14.99,12.52
8114-1,Exo-Force,Deep Jungle,2008,14.99,39.64
8115-1,Exo-Force,Deep Jungle,2008,14.99,27.32
8117-1,Exo-Force,Deep Jungle,2008,19.99,34.67
8118-1,Exo-Force,Deep Jungle,2008,29.99,38.54
8148-1,Racers,Tiny Turbos,2008,4.99,6.57
8149-1,Racers,Tiny Turbos,2008,4.99,5.9
8150-1,Racers,Tiny Turbos,2008,4.99,3.38
8151-1,Racers,Tiny Turbos,2008,4.99,3.45
8152-1,Racers,Tiny Turbos,2008,12.99,10.04
8153-1,Racers,Tiny Turbos,2008,19.99,23.11
8154-1,Racers,Tiny Turbos,2008,69.99,79.78
8155-1,Racers,Tiny Turbos,2008,39.99,50.0
8156-1,Racers,Ferrari,2008,49.99,96.83
8157-1,Racers,Ferrari,2008,89.99,151.26
8158-1,Racers,Speed Racer,2008,19.99,52.53
8159-1,Racers,Speed Racer,2008,19.99,27.12
8160-1,Racers,Speed Racer,2008,39.99,39.09
8161-1,Racers,Speed Racer,2008,59.99,94.02
8290-1,Technic,,2008,7.99,6.34
8291-1,Technic,,2008,24.99,26.63
8292-1,Technic,,2008,59.99,67.37
8293-1,Power Functions,Technic,2008,29.99,56.32
8294-1,Technic,,2008,59.99,58.35
8295-1,Technic,,2008,89.99,83.14
8296-1,Technic,,2008,19.99,13.67
8297-1,Technic,,2008,119.99,103.49
8490-1,Racers,Power Racers,2008,9.99,4.37
8491-1,Racers,Power Racers,2008,9.99,4.68
8492-1,Racers,Power Racers,2008,9.99,5.94
