Number,Theme,Subtheme,Year,RRP (USD),Value new (USD),Minifigs,Pieces,Launch date,Retired Date
5619-1,Space,Mars Mission,2008,3.49,15.96,1.0,26.0,01/06/2008,31/12/2008
5620-1,City,Construction,2008,3.49,8.64,1.0,22.0,01/06/2008,31/12/2009
5621-1,City,Coast Guard,2008,3.49,7.29,1.0,21.0,01/06/2008,31/12/2008
6117-1,Bricks and More,,2008,12.99,39.23,,100.0,,
6118-1,Bricks and More,,2008,12.99,34.63,,106.0,,
6176-1,Duplo,,2008,19.99,88.2,,80.0,,
6177-1,Bricks and More,,2008,29.99,59.09,,650.0,,
6186-1,Bricks and More,,2008,14.99,11.19,1.0,252.0,01/01/2008,31/12/2008
6187-1,Bricks and More,,2008,19.99,25.0,1.0,300.0,,
7037-1,Castle,Fantasy Era,2008,29.99,117.51,5.0,364.0,01/03/2008,31/12/2009
7038-1,Castle,Fantasy Era,2008,19.99,78.26,4.0,161.0,01/02/2008,31/12/2009
7040-1,Castle,Fantasy Era,2008,9.99,46.35,3.0,86.0,01/03/2008,31/12/2009
7041-1,Castle,Fantasy Era,2008,39.99,130.0,6.0,508.0,01/02/2008,31/12/2008
7048-1,Castle,Fantasy Era,2008,79.99,339.75,9.0,493.0,01/02/2008,31/12/2009
7236-2,City,Police,2008,5.99,18.91,1.0,59.0,,
7583-1,Belville,,2008,12.99,14.01,,83.0,01/01/2008,31/12/2011
7585-1,Belville,,2008,39.99,60.0,1.0,209.0,01/01/2008,31/12/2011
7586-1,Belville,,2008,79.99,101.19,3.0,450.0,01/01/2008,31/12/2011
7587-1,Belville,,2008,19.99,28.98,1.0,54.0,01/01/2008,31/12/2011
7620-1,Indiana Jones,Last Crusade,2008,9.99,88.85,3.0,79.0,01/01/2008,31/07/2009
7621-1,Indiana Jones,Raiders of the Lost Ark,2008,19.99,162.0,3.0,277.0,01/01/2008,31/07/2009
7622-1,Indiana Jones,Raiders of the Lost Ark,2008,29.99,214.78,4.0,272.0,01/01/2008,31/07/2009
7623-1,Indiana Jones,Raiders of the Lost Ark,2008,59.99,451.79,6.0,554.0,01/01/2008,31/12/2009
7624-1,Indiana Jones,Kingdom of the Crystal Skull,2008,9.99,61.42,3.0,90.0,01/05/2008,31/07/2009
7625-1,Indiana Jones,Kingdom of the Crystal Skull,2008,19.99,101.35,4.0,234.0,01/05/2008,31/12/2009
7626-1,Indiana Jones,Kingdom of the Crystal Skull,2008,39.99,133.12,4.0,511.0,01/05/2008,31/12/2009
7627-1,Indiana Jones,Kingdom of the Crystal Skull,2008,79.99,278.77,10.0,929.0,01/05/2008,31/12/2009
7628-1,Indiana Jones,Kingdom of the Crystal Skull,2008,49.99,189.49,6.0,625.0,01/07/2008,31/12/2009
7644-1,Space,Mars Mission,2008,79.99,281.15,5.0,795.0,01/06/2008,31/07/2009
7645-1,Space,Mars Mission,2008,49.99,214.7,6.0,600.0,01/06/2008,31/07/2009
7646-1,Space,Mars Mission,2008,29.99,68.3,4.0,333.0,01/06/2008,31/07/2009
7647-1,Space,Mars Mission,2008,19.99,99.0,2.0,235.0,,
7648-1,Space,Mars Mission,2008,9.99,63.63,2.0,130.0,,
7649-1,Space,Mars Mission,2008,69.99,325.0,3.0,759.0,01/08/2008,31/12/2008
7667-1,Star Wars,Legends,2008,9.99,41.04,4.0,81.0,01/01/2008,31/12/2009
7668-1,Star Wars,Legends,2008,9.99,47.17,4.0,82.0,01/01/2008,31/12/2009
7669-1,Star Wars,The Clone Wars,2008,19.99,72.57,2.0,153.0,01/01/2008,31/12/2009
7670-1,Star Wars,The Clone Wars,2008,19.99,90.17,5.0,249.0,01/01/2008,31/12/2009
7671-1,Star Wars,Episode III,2008,39.99,115.09,2.0,392.0,01/01/2008,31/12/2009
7672-1,Star Wars,Legends,2008,49.99,241.43,3.0,482.0,01/01/2008,31/12/2009
7673-1,Star Wars,The Clone Wars,2008,44.99,112.61,2.0,431.0,26/07/2008,31/12/2009
7674-1,Star Wars,The Clone Wars,2008,54.99,229.24,1.0,471.0,26/07/2008,31/12/2009
7675-1,Star Wars,The Clone Wars,2008,89.99,407.53,6.0,798.0,26/07/2008,30/06/2010
7676-1,Star Wars,The Clone Wars,2008,119.99,543.89,7.0,1034.0,26/07/2008,30/06/2010
7678-1,Star Wars,The Clone Wars,2008,29.99,70.4,3.0,329.0,26/07/2008,31/12/2008
7679-1,Star Wars,The Clone Wars,2008,49.99,245.37,2.0,592.0,26/07/2008,31/12/2009
7680-1,Star Wars,The Clone Wars,2008,99.99,261.16,4.0,882.0,26/07/2008,31/12/2009
7681-1,Star Wars,The Clone Wars,2008,29.99,146.88,5.0,206.0,26/07/2008,31/12/2009
7723-1,City,Police,2008,39.99,58.18,1.0,215.0,22/02/2008,31/12/2008
7724-1,City,Seasonal,2008,29.99,40.0,10.0,196.0,,
7726-1,City,Coast Guard,2008,39.99,66.93,2.0,361.0,01/06/2008,31/12/2008
7731-1,City,Cargo,2008,7.99,38.21,1.0,66.0,01/01/2008,31/12/2008
7732-1,City,Cargo,2008,14.99,37.95,1.0,88.0,01/01/2008,31/12/2009
7733-1,City,Cargo,2008,24.99,100.78,2.0,343.0,01/01/2008,31/12/2009
7734-1,City,Cargo,2008,49.99,226.74,3.0,463.0,01/01/2008,31/12/2009
7736-1,City,Coast Guard,2008,4.99,10.52,1.0,33.0,01/06/2008,31/12/2009
7737-1,City,Coast Guard,2008,9.99,25.65,1.0,130.0,01/06/2008,31/12/2009
7738-1,City,Coast Guard,2008,39.99,99.76,4.0,445.0,01/06/2008,31/12/2009
7739-1,City,Coast Guard,2008,59.99,175.36,4.0,444.0,01/06/2008,31/12/2009
7741-1,City,Police,2008,9.99,22.57,1.0,94.0,,
7743-1,City,Police,2008,44.99,92.46,4.0,524.0,,
7744-1,City,Police,2008,89.99,236.35,7.0,953.0,01/01/2008,31/12/2010
7884-1,Batman,,2008,9.99,164.19,2.0,76.0,01/06/2008,31/12/2008
7885-1,Batman,,2008,19.99,170.52,2.0,207.0,01/06/2008,31/12/2008
7886-1,Batman,,2008,29.99,241.87,2.0,267.0,01/06/2008,31/12/2008
7888-1,Batman,,2008,49.99,695.0,3.0,449.0,01/06/2008,31/12/2008
7979-1,Castle,Seasonal,2008,30.0,98.9,9.0,176.0,,
8028-1,Star Wars,Mini Building Set,2008,4.99,5.09,,44.0,01/01/2008,31/12/2013
8031-1,Star Wars,The Clone Wars,2008,3.99,8.73,,66.0,01/06/2008,31/12/2009
8111-1,Exo-Force,Deep Jungle,2008,7.99,30.0,1.0,112.0,,
8112-1,Exo-Force,Deep Jungle,2008,7.99,31.5,1.0,131.0,,
8113-1,Exo-Force,Deep Jungle,2008,14.99,70.82,1.0,163.0,,
8114-1,Exo-Force,Deep Jungle,2008,14.99,47.42,1.0,188.0,,
8115-1,Exo-Force,Deep Jungle,2008,14.99,41.72,3.0,244.0,,
8117-1,Exo-Force,Deep Jungle,2008,19.99,55.0,1.0,283.0,,
8118-1,Exo-Force,Deep Jungle,2008,29.99,82.2,2.0,347.0,,
8148-1,Racers,Tiny Turbos,2008,4.99,9.25,,45.0,,
8149-1,Racers,Tiny Turbos,2008,4.99,17.95,,43.0,,
8150-1,Racers,Tiny Turbos,2008,4.99,23.49,,55.0,,
8151-1,Racers,Tiny Turbos,2008,4.99,11.24,,52.0,,
8152-1,Racers,Tiny Turbos,2008,12.99,25.0,,142.0,,
8153-1,Racers,Tiny Turbos,2008,19.99,75.0,,270.0,,
8154-1,Racers,Tiny Turbos,2008,69.99,85.86,,1021.0,01/06/2008,31/12/2009
8155-1,Racers,Tiny Turbos,2008,39.99,145.0,,482.0,,
8156-1,Racers,Ferrari,2008,49.99,448.75,,626.0,,
8157-1,Racers,Ferrari,2008,89.99,353.28,,997.0,01/06/2008,31/12/2009
8158-1,Racers,Speed Racer,2008,19.99,76.2,2.0,242.0,01/04/2008,31/12/2008
8159-1,Racers,Speed Racer,2008,19.99,56.59,2.0,237.0,01/04/2008,31/12/2008
8160-1,Racers,Speed Racer,2008,39.99,60.89,4.0,367.0,01/04/2008,31/12/2008
8161-1,Racers,Speed Racer,2008,59.99,172.39,7.0,595.0,01/04/2008,31/12/2008
8290-1,Technic,,2008,7.99,20.48,,89.0,,
8291-1,Technic,,2008,24.99,59.95,,248.0,01/01/2008,31/12/2009
8292-1,Technic,,2008,59.99,225.7,,726.0,01/01/2008,31/12/2009
8293-1,Power Functions,Technic,2008,29.99,71.24,,10.0,01/08/2008,31/12/2013
8294-1,Technic,,2008,59.99,176.7,,720.0,01/08/2008,31/12/2009
8295-1,Technic,,2008,89.99,183.0,,1182.0,01/08/2008,31/12/2009
8296-1,Technic,,2008,19.99,51.3,,199.0,01/01/2008,31/12/2008
8297-1,Technic,,2008,119.99,282.65,,1097.0,01/08/2008,31/12/2010
8490-1,Racers,Power Racers,2008,9.99,19.95,,92.0,,
8491-1,Racers,Power Racers,2008,9.99,7.76,,72.0,,
8492-1,Racers,Power Racers,2008,9.99,36.68,,59.0,,
8493-1,Racers,Power Racers,2008,9.99,23.74,,82.0,,
8494-1,Racers,Power Racers,2008,29.99,45.11,,268.0,,
8495-1,Racers,Tiny Turbos,2008,39.99,71.79,,503.0,01/06/2008,31/07/2009
8496-1,Racers,Power Racers,2008,49.99,35.0,,510.0,01/06/2008,31/07/2009
8630-1,Agents,,2008,29.99,70.68,3.0,352.0,01/06/2008,31/12/2009
8631-1,Agents,,2008,9.99,34.37,2.0,88.0,01/06/2008,31/12/2009
8632-1,Agents,,2008,19.99,52.65,2.0,231.0,01/06/2008,31/12/2009
8633-1,Agents,,2008,39.99,92.57,3.0,340.0,01/06/2008,31/12/2009
8634-1,Agents,,2008,49.99,81.17,3.0,498.0,01/06/2008,31/12/2009
8635-1,Agents,,2008,89.99,250.0,7.0,1154.0,01/06/2008,31/12/2009
8636-1,Agents,,2008,49.99,150.0,4.0,520.0,01/06/2008,31/12/2008
8637-1,Agents,,2008,69.99,225.0,6.0,718.0,01/06/2008,31/12/2008
8685-1,Bionicle,Phantoka,2008,12.99,78.06,,54.0,01/01/2008,31/12/2008
8686-1,Bionicle,Phantoka,2008,12.99,61.11,,52.0,01/01/2008,31/12/2008
8687-1,Bionicle,Phantoka,2008,12.99,72.0,,68.0,01/01/2008,31/12/2008
8688-1,Bionicle,Mistika,2008,12.99,74.5,,60.0,01/08/2008,31/07/2009
8689-1,Bionicle,Mistika,2008,12.99,79.65,,73.0,01/08/2008,31/07/2009
8690-1,Bionicle,Mistika,2008,12.99,41.62,,62.0,01/08/2008,31/07/2009
8691-1,Bionicle,Phantoka,2008,12.99,72.0,,53.0,01/01/2008,31/12/2008
8692-1,Bionicle,Phantoka,2008,12.99,57.67,,49.0,01/01/2008,31/12/2008
8693-1,Bionicle,Phantoka,2008,12.99,72.0,,49.0,01/01/2008,31/12/2008
8694-1,Bionicle,Mistika,2008,12.99,77.0,,40.0,01/08/2008,31/07/2009
8695-1,Bionicle,Mistika,2008,12.99,33.44,,51.0,01/08/2008,31/07/2009
8696-1,Bionicle,Mistika,2008,12.99,29.98,,54.0,01/08/2008,31/07/2009
8697-1,Bionicle,Warriors,2008,19.99,181.61,,140.0,01/01/2008,31/12/2008
8698-1,Bionicle,Warriors,2008,19.99,34.99,,133.0,01/08/2008,31/07/2009
8699-1,Bionicle,Warriors,2008,29.99,213.16,,267.0,01/08/2008,31/07/2009
8881-1,Power Functions,Accessories,2008,6.99,15.66,,1.0,,
8882-1,Power Functions,Accessories,2008,9.99,33.3,,1.0,,
8883-1,Power Functions,Accessories,2008,7.49,29.22,,1.0,,
8884-1,Power Functions,Accessories,2008,14.99,23.73,,1.0,,
8885-1,Power Functions,Accessories,2008,9.49,15.57,,1.0,,
8886-1,Power Functions,Accessories,2008,2.99,9.17,,1.0,,
8941-1,Bionicle,Battle Vehicles,2008,39.99,90.48,,390.0,01/08/2008,31/12/2009
8942-1,Bionicle,Battle Vehicles,2008,49.99,117.74,,422.0,01/08/2008,31/12/2009
8942-2,Bionicle,Battle Vehicles,2008,49.99,450.0,,422.0,01/08/2008,31/12/2009
8943-1,Bionicle,Battle Vehicles,2008,79.99,287.85,,693.0,01/08/2008,31/12/2009
8944-1,Bionicle,Matoran,2008,6.99,22.63,,14.0,01/01/2008,31/12/2008
8945-1,Bionicle,Matoran,2008,6.99,28.23,,14.0,01/01/2008,31/12/2008
8946-1,Bionicle,Matoran,2008,6.99,22.63,,14.0,01/01/2008,31/12/2008
8947-1,Bionicle,Matoran,2008,6.99,22.63,,16.0,01/01/2008,31/12/2008
8948-1,Bionicle,Matoran,2008,6.99,20.04,,14.0,01/01/2008,31/12/2008
8949-1,Bionicle,Matoran,2008,6.99,53.9,,14.0,01/01/2008,31/12/2008
8952-1,Bionicle,Warriors,2008,14.99,70.0,,90.0,01/01/2008,31/12/2008
8953-1,Bionicle,Warriors,2008,19.99,235.01,,159.0,01/02/2008,31/12/2008
8954-1,Bionicle,Vehicles/Creatures,2008,29.99,85.2,,301.0,01/07/2008,31/12/2008
9076-1,Education,Duplo,2008,90.0,121.78,4.0,147.0,,
9215-1,Education,Duplo,2008,105.0,254.8,7.0,87.0,,
9628-1,Education,Supplementary Set,2008,35.95,20.0,,3.0,,
9641-1,Education,,2008,55.0,133.28,,31.0,01/09/2008,25/03/2009
9648-1,Education,,2008,59.0,129.39,,672.0,,
9656-1,Education,Duplo,2008,174.95,179.75,2.0,102.0,,
10184-1,Creator Expert,Miscellaneous,2008,149.99,417.9,8.0,1981.0,01/01/2008,31/12/2009
10185-1,Creator Expert,Modular Buildings Collection,2008,149.99,1622.44,4.0,2352.0,01/03/2008,31/12/2010
10186-1,Star Wars,Ultimate Collector Series,2008,89.99,403.54,,1085.0,01/05/2008,31/12/2008
10187-1,Creator Expert,Vehicles,2008,119.99,786.69,,1626.0,01/07/2008,31/12/2009
10188-1,Star Wars,Ultimate Collector Series,2008,399.99,551.93,24.0,3803.0,01/09/2008,31/12/2010
10189-1,Creator Expert,Buildings,2008,299.99,750.0,,5922.0,01/10/2008,31/12/2010
10191-1,Factory,Space,2008,99.99,196.0,8.0,895.0,,
10192-1,Factory,Space,2008,99.99,68.57,4.0,956.0,,
10200-1,Factory,Custom Cars,2008,69.99,106.86,4.0,893.0,,
21000-1,Architecture,Landmark Series,2008,19.99,160.37,,69.0,01/07/2008,31/12/2013
21001-1,Architecture,Landmark Series,2008,19.99,254.65,,69.0,01/07/2008,31/12/2011
852271-1,Castle,Battle Pack,2008,14.99,135.97,5.0,35.0,,
852272-1,Castle,Battle Pack,2008,14.99,78.45,5.0,43.0,,
852331-1,Miscellaneous,Minifigure collection,2008,17.99,56.01,5.0,21.0,,
COMCON001-1,Star Wars,Promotional,2008,75.99,2500.0,5.0,351.0,,
COMCON002-1,Indiana Jones,Kingdom of the Crystal Skull,2008,49.99,500.0,2.0,83.0,,
10270-1,Creator Expert,Modular Buildings Collection,2020,179.99,156.93,5.0,2504.0,01/01/2020,31/12/2022
10271-1,Creator Expert,Vehicles,2020,89.99,77.43,,960.0,01/03/2020,31/12/2022
10272-1,Creator Expert,Buildings,2020,299.99,243.78,,3898.0,01/02/2020,31/12/2022
10273-1,Creator Expert,Fairground,2020,249.99,214.38,10.0,3231.0,01/06/2020,31/12/2023
10274-1,Creator Expert,Vehicles,2020,199.99,171.2,,2352.0,15/11/2020,31/12/2023
10275-1,Creator Expert,Winter Village,2020,99.99,97.7,4.0,1197.0,01/10/2020,31/12/2022
10276-1,Creator Expert,Buildings,2020,549.99,566.1,,9036.0,27/11/2020,31/12/2023
10277-1,Creator Expert,Trains,2020,99.99,119.35,2.0,1271.0,01/07/2020,31/12/2021
10909-1,Duplo,,2020,19.99,18.88,,80.0,,
10913-1,Duplo,,2020,29.99,22.58,2.0,65.0,01/01/2020,31/12/2023
10914-1,Duplo,,2020,49.99,48.34,2.0,85.0,01/01/2020,31/12/2023
10915-1,Duplo,,2020,24.99,26.16,2.0,36.0,,
10917-1,Duplo,,2020,6.99,5.03,,6.0,01/01/2020,31/12/2020
10918-1,Duplo,,2020,6.99,4.69,,7.0,01/01/2020,31/12/2020
10919-1,Duplo,,2020,29.99,26.19,3.0,33.0,01/06/2020,31/12/2021
10920-1,Duplo,,2020,19.99,23.32,2.0,17.0,01/01/2020,31/12/2022
10921-1,Duplo,Marvel Super Hero Adventures,2020,29.99,24.8,3.0,30.0,01/01/2020,31/12/2021
10922-1,Duplo,Disney Princess,2020,29.99,22.21,1.0,35.0,01/06/2020,31/12/2021
10924-1,Duplo,Cars,2020,29.99,29.23,2.0,42.0,01/06/2020,31/12/2021
10925-1,Duplo,,2020,14.99,10.92,2.0,17.0,01/01/2020,31/12/2021
10926-1,Duplo,,2020,14.99,10.69,2.0,16.0,01/01/2020,31/12/2021
10927-1,Duplo,,2020,9.99,8.48,1.0,18.0,01/01/2020,31/12/2021
10928-1,Duplo,,2020,34.99,35.58,2.0,46.0,01/01/2020,31/07/2021
10929-1,Duplo,,2020,59.99,57.7,3.0,129.0,01/01/2020,31/12/2022
10930-1,Duplo,,2020,9.99,7.97,1.0,10.0,01/06/2020,31/12/2022
10931-1,Duplo,,2020,19.99,14.71,2.0,20.0,01/06/2020,31/07/2023
10932-1,Duplo,,2020,59.99,46.53,3.0,56.0,01/06/2020,31/12/2021
10933-1,Duplo,,2020,129.99,99.09,5.0,123.0,01/06/2020,31/12/2022
10934-1,Duplo,,2020,59.99,32.99,,175.0,01/02/2020,31/12/2022
11006-1,Classic,,2020,4.99,5.02,,52.0,01/01/2020,31/12/2022
11007-1,Classic,,2020,4.99,4.11,,60.0,01/01/2020,31/07/2021
11008-1,Classic,,2020,19.99,11.16,,270.0,01/01/2020,31/12/2022
11009-1,Classic,,2020,29.99,19.7,,441.0,01/01/2020,31/12/2021
11010-1,Classic,,2020,7.99,7.28,,1.0,,
11011-1,Classic,,2020,59.99,38.09,,1500.0,01/02/2020,31/12/2022
11717-1,Classic,,2020,69.99,46.75,,1504.0,01/05/2020,31/12/2022
21051-1,Architecture,Skylines,2020,59.99,55.85,,547.0,01/01/2020,31/12/2022
21052-1,Architecture,Skylines,2020,59.99,58.94,,740.0,01/01/2020,31/12/2021
21054-1,Architecture,Landmark Series,2020,99.99,85.66,,1483.0,01/06/2020,31/12/2023
21156-1,Minecraft,Bigfigs,2020,14.99,19.0,,184.0,01/01/2020,31/12/2020
21157-1,Minecraft,Bigfigs,2020,14.99,15.24,,159.0,01/01/2020,31/12/2020
21158-1,Minecraft,Minifig-scale,2020,19.99,19.92,1.0,204.0,01/01/2020,31/12/2022
21159-1,Minecraft,Minifig-scale,2020,29.99,27.78,4.0,303.0,01/01/2020,31/12/2021
21160-1,Minecraft,Minifig-scale,2020,59.99,59.09,5.0,562.0,01/01/2020,31/12/2022
21161-1,Minecraft,Minifig-scale,2020,69.99,67.64,4.0,564.0,01/06/2020,31/12/2022
21162-1,Minecraft,Minifig-scale,2020,9.99,10.07,2.0,74.0,01/01/2020,31/12/2021
21163-1,Minecraft,Minifig-scale,2020,39.99,47.32,4.0,504.0,01/06/2020,31/12/2021
21165-1,Minecraft,Minifig-scale,2020,19.99,20.57,2.0,238.0,,
21166-1,Minecraft,Minifig-scale,2020,19.99,19.67,2.0,248.0,,
21167-1,Minecraft,Minifig-scale,2020,19.99,19.27,3.0,201.0,,
21321-1,Ideas,NASA,2020,69.99,76.39,,864.0,01/02/2020,31/12/2022
21322-1,Ideas,,2020,199.99,239.71,10.0,2545.0,01/04/2020,31/12/2021
21323-1,Ideas,,2020,349.99,342.39,,3662.0,01/08/2020,31/12/2024
21324-1,Ideas,Licensed,2020,119.99,109.4,6.0,1367.0,01/11/2020,31/12/2022
30329-1,Duplo,,2020,4.99,1.67,,5.0,01/01/2020,31/12/2020
30330-1,Duplo,,2020,4.99,2.47,,9.0,01/01/2020,31/12/2020
30342-1,Speed Champions,Lamborghini,2020,4.99,4.86,,70.0,01/01/2020,31/12/2020
30366-1,City,Police,2020,4.99,3.75,1.0,37.0,01/01/2020,31/12/2020
30367-1,City,Police,2020,4.99,4.65,1.0,39.0,01/01/2020,31/12/2020
30368-1,City,Fire,2020,4.99,3.51,1.0,33.0,01/01/2020,31/12/2020
30369-1,City,Traffic,2020,4.99,4.31,1.0,45.0,01/01/2020,31/12/2020
30385-1,Super Mario,Expansion Set,2020,4.99,3.78,,18.0,01/08/2020,31/12/2021
30386-1,Star Wars,The Rise of Skywalker,2020,4.99,5.14,,72.0,01/01/2020,31/12/2020
30411-1,Friends,Miscellaneous,2020,4.99,3.18,,75.0,01/01/2020,31/12/2021
30412-1,Friends,,2020,4.99,4.21,1.0,44.0,01/01/2020,31/12/2020
30453-1,Marvel Super Heroes,Captain Marvel,2020,4.99,6.1,2.0,32.0,01/01/2020,31/12/2020
30463-1,Hidden Side,Promotional,2020,4.99,5.9,1.0,38.0,01/01/2020,31/12/2020
30464-1,Hidden Side,Promotional,2020,4.99,4.51,1.0,46.0,01/01/2020,31/12/2020
30536-1,Ninjago,Legacy,2020,4.99,3.79,,71.0,01/01/2020,31/12/2020
30537-1,Ninjago,Prime Empire,2020,4.99,4.99,1.0,47.0,01/01/2020,31/12/2020
30548-1,Miscellaneous,Make It Yours,2020,4.99,3.42,,26.0,01/01/2020,31/12/2020
30549-1,Miscellaneous,Make It Yours,2020,4.99,3.39,,59.0,01/01/2020,31/12/2020
30550-1,Creator,Seasonal,2020,4.99,4.62,,67.0,01/03/2020,31/12/2020
30554-1,Disney,Cinderella,2020,4.99,5.46,1.0,43.0,01/01/2020,31/12/2020
30555-1,Trolls World Tour,,2020,4.99,3.77,1.0,51.0,01/01/2020,31/12/2020
30556-1,Dots,Accessories,2020,4.99,2.69,,85.0,01/03/2020,31/12/2022
30574-1,Creator,3 in 1,2020,4.99,4.5,,55.0,01/01/2020,31/12/2020
30575-1,Creator,Miscellaneous,2020,4.99,4.56,,59.0,01/01/2020,31/12/2020
30576-1,Creator,Seasonal,2020,4.99,5.5,,70.0,01/09/2020,31/12/2021
30628-1,Harry Potter,Promotional,2020,19.99,43.38,1.0,319.0,01/11/2020,31/12/2020
31099-1,Creator,3 in 1,2020,9.99,7.95,,128.0,01/01/2020,31/12/2021
31100-1,Creator,3 in 1,2020,9.99,9.47,,134.0,01/01/2020,31/12/2022
31101-1,Creator,3 in 1,2020,14.99,7.5,,163.0,01/01/2020,31/12/2021
31102-1,Creator,3 in 1,2020,19.99,19.04,,234.0,01/01/2020,31/12/2021
31103-1,Creator,3 in 1,2020,19.99,14.6,,198.0,01/01/2020,31/12/2020
31104-1,Creator,3 in 1,2020,49.99,40.74,2.0,499.0,01/01/2020,31/12/2021
31105-1,Creator,3 in 1,2020,39.99,44.42,2.0,554.0,01/01/2020,31/12/2021
31107-1,Creator,3 in 1,2020,39.99,39.75,1.0,510.0,01/06/2020,31/12/2021
31108-1,Creator,3 in 1,2020,69.99,68.07,3.0,766.0,01/06/2020,31/12/2022
31109-1,Creator,3 in 1,2020,99.99,89.94,4.0,1264.0,01/06/2020,31/12/2024
31197-1,Art,Miscellaneous,2020,119.99,103.42,,3341.0,01/08/2020,31/12/2021
31198-1,Art,Miscellaneous,2020,119.99,107.11,,2933.0,01/08/2020,31/12/2021
31199-1,Art,Licensed,2020,119.99,101.56,,3167.0,01/08/2020,31/12/2021
31200-1,Art,Licensed,2020,119.99,107.69,,3406.0,01/08/2020,31/12/2021
40370-1,Promotional,Gift with Purchase,2020,19.99,32.7,1.0,188.0,01/03/2020,31/12/2020
40371-1,Seasonal,Easter,2020,12.99,12.58,,239.0,01/03/2020,31/12/2021
40372-1,City,Police,2020,12.99,14.44,4.0,42.0,01/01/2020,31/12/2020
40373-1,Collectable Minifigures,Combi-pack,2020,12.99,16.9,,51.0,01/03/2020,31/12/2021
40374-1,Ninjago,Legacy,2020,12.99,19.94,4.0,73.0,01/03/2020,31/12/2021
40375-1,Xtra,,2020,3.99,5.78,,36.0,01/01/2020,31/12/2021
40376-1,Xtra,,2020,3.99,6.04,,32.0,01/01/2020,31/12/2021
40377-1,BrickHeadz,Disney,2020,9.99,13.26,,90.0,01/02/2020,31/12/2022
40378-1,BrickHeadz,Disney,2020,14.99,18.95,,214.0,01/02/2020,31/12/2022
40379-1,BrickHeadz,Seasonal,2020,9.99,15.13,,150.0,01/01/2020,31/12/2021
40380-1,BrickHeadz,Seasonal,2020,9.99,10.25,,192.0,01/02/2020,31/12/2021
40381-1,BrickHeadz,Monkie Kid,2020,9.99,13.55,,175.0,01/08/2020,31/12/2021
40382-1,Seasonal,Birthday,2020,12.99,17.61,1.0,141.0,01/01/2020,31/12/2023
40383-1,BrickHeadz,Wedding,2020,12.99,17.7,,306.0,01/01/2020,31/12/2021
40384-1,BrickHeadz,Wedding,2020,12.99,18.13,,255.0,01/01/2020,31/12/2021
40385-1,Miscellaneous,,2020,12.99,18.56,,200.0,01/01/2020,31/12/2022
40386-1,Brick Sketches,DC Comics Super Heroes,2020,16.99,20.51,,115.0,15/07/2020,31/12/2021
40391-1,Brick Sketches,Star Wars,2020,16.99,14.89,,151.0,15/07/2020,31/12/2021
40408-1,Hidden Side,Promotional,2020,12.99,11.13,2.0,134.0,20/01/2020,31/12/2020
40409-1,Promotional,Gift with Purchase,2020,12.99,17.86,2.0,142.0,01/06/2020,31/12/2020
40410-1,Seasonal,Christmas,2020,22.99,29.94,3.0,333.0,01/10/2020,31/12/2020
40416-1,Seasonal,Christmas,2020,19.99,20.93,2.0,304.0,01/12/2020,31/12/2020
40418-1,Marvel Super Heroes,Avengers,2020,14.99,15.16,4.0,60.0,01/06/2020,31/12/2020
40419-1,Harry Potter,General,2020,14.99,18.08,4.0,53.0,01/06/2020,31/12/2021
40422-1,BrickHeadz,Universal Monsters,2020,9.99,12.66,,108.0,15/09/2020,31/12/2021
40423-1,Seasonal,Halloween,2020,12.99,19.31,3.0,148.0,01/08/2020,31/12/2020
40424-1,Seasonal,Christmas,2020,12.99,18.15,2.0,149.0,01/09/2020,31/12/2021
40425-1,BrickHeadz,Seasonal,2020,9.99,13.23,,180.0,01/10/2020,31/12/2021
40426-1,Seasonal,Christmas,2020,34.99,49.67,,510.0,01/10/2020,31/12/2022
40428-1,Brick Sketches,DC Comics Super Heroes,2020,16.99,15.86,,170.0,15/07/2020,31/12/2021
40431-1,Brick Sketches,Star Wars,2020,16.99,17.41,,171.0,15/07/2020,31/12/2021
40436-1,BrickHeadz,Seasonal,2020,9.99,15.03,,134.0,01/01/2020,31/12/2021
41250-1,Trolls World Tour,,2020,19.99,11.25,1.0,159.0,01/01/2020,31/12/2020
41251-1,Trolls World Tour,,2020,19.99,16.47,1.0,103.0,01/01/2020,31/07/2021
41252-1,Trolls World Tour,,2020,29.99,22.3,3.0,250.0,01/01/2020,31/07/2021
41253-1,Trolls World Tour,,2020,29.99,17.25,3.0,173.0,01/01/2020,31/12/2020
41254-1,Trolls World Tour,,2020,39.99,21.78,3.0,387.0,01/01/2020,31/07/2021
41255-1,Trolls World Tour,,2020,49.99,36.5,5.0,380.0,01/01/2020,31/07/2021
41256-1,Trolls World Tour,,2020,39.99,40.01,2.0,395.0,01/01/2020,31/12/2020
41258-1,Trolls World Tour,,2020,59.99,46.63,5.0,494.0,01/08/2020,31/07/2021
41389-1,Friends,,2020,9.99,10.33,1.0,97.0,01/01/2020,31/12/2020
41390-1,Friends,,2020,19.99,18.85,2.0,240.0,01/01/2020,31/12/2021
41391-1,Friends,,2020,19.99,18.07,2.0,235.0,01/01/2020,31/12/2021
41392-1,Friends,,2020,29.99,29.44,2.0,241.0,01/01/2020,31/12/2021
41393-1,Friends,,2020,39.99,34.71,3.0,361.0,01/01/2020,31/12/2022
41394-1,Friends,,2020,49.99,52.89,3.0,379.0,01/01/2020,31/12/2021
